arch,optimizer,seed,lag,acf_mag,cos_sim
resnet18_cifar10,sgd,20042,35,0.5739588673002116,0.07841050966074474
resnet18_cifar10,sgd,20042,36,0.5620728414664372,0.07515387100653789
resnet18_cifar10,sgd,20042,37,0.5502488655332478,0.07541526058872501
resnet18_cifar10,sgd,20042,38,0.5374293713451566,0.07938920532351214
resnet18_cifar10,sgd,20042,39,0.5239257277451046,0.0738376480927598
resnet18_cifar10,sgd,20042,40,0.510061466933475,0.07437819083463418
resnet18_cifar10,sgd,21042,0,1.0,1.0
resnet18_cifar10,sgd,21042,1,0.9630141951613095,0.06128193992606003
resnet18_cifar10,sgd,21042,2,0.9345153001461773,0.12750787857231904
resnet18_cifar10,sgd,21042,3,0.9156524724822603,0.13423976117457945
resnet18_cifar10,sgd,21042,4,0.9023571147527818,0.13017282169711594
resnet18_cifar10,sgd,21042,5,0.8911582914930767,0.12916866475943498
resnet18_cifar10,sgd,21042,6,0.8806734759956073,0.12137783481245523
resnet18_cifar10,sgd,21042,7,0.8709658399264822,0.1197488139204654
resnet18_cifar10,sgd,21042,8,0.8617065009620445,0.11777107700982997
resnet18_cifar10,sgd,21042,9,0.852396311325152,0.1130865566891794
resnet18_cifar10,sgd,21042,10,0.8439925561021561,0.11404961270659193
resnet18_cifar10,sgd,21042,11,0.8348566410963089,0.10963977803553937
resnet18_cifar10,sgd,21042,12,0.8259510184569707,0.10845123222605928
resnet18_cifar10,sgd,21042,13,0.8169051215754202,0.10534942980579025
resnet18_cifar10,sgd,21042,14,0.8076954531696168,0.10490965486849456
resnet18_cifar10,sgd,21042,15,0.798192254557233,0.10162425871781433
resnet18_cifar10,sgd,21042,16,0.7879970065550393,0.09980397694049142
resnet18_cifar10,sgd,21042,17,0.7768703212437673,0.09882106217938638
resnet18_cifar10,sgd,21042,18,0.7663985800222486,0.09640279136640284
resnet18_cifar10,sgd,21042,19,0.7554408923181316,0.09668247677904405
resnet18_cifar10,sgd,21042,20,0.7437878387515098,0.09229474192126381
resnet18_cifar10,sgd,21042,21,0.733234571653825,0.09205272637394389
resnet18_cifar10,sgd,21042,22,0.7222619862708359,0.0890677008029014
resnet18_cifar10,sgd,21042,23,0.7112141281980965,0.08993769686202242
