arch,optimizer,seed,lag,acf_mag,cos_sim
smallcnn_cifar10,sgd_momentum,11142,1,0.9679377920644843,0.015541981246673444
smallcnn_cifar10,sgd_momentum,11142,2,0.9345104323400818,0.07261594142286133
smallcnn_cifar10,sgd_momentum,11142,3,0.9158511245522585,0.07891417343069163
smallcnn_cifar10,sgd_momentum,11142,4,0.9056143331987008,0.07748302744644012
smallcnn_cifar10,sgd_momentum,11142,5,0.8980988833509482,0.07544458240619914
smallcnn_cifar10,sgd_momentum,11142,6,0.8913889188111453,0.0766174195389619
smallcnn_cifar10,sgd_momentum,11142,7,0.8838872564337632,0.07028922991371052
smallcnn_cifar10,sgd_momentum,11142,8,0.8768027810658883,0.06727889751754751
smallcnn_cifar10,sgd_momentum,11142,9,0.8684810294421194,0.06710156168574222
smallcnn_cifar10,sgd_momentum,11142,10,0.8593493581769154,0.061336299502607404
smallcnn_cifar10,sgd_momentum,11142,11,0.850268789434432,0.06342674561976938
smallcnn_cifar10,sgd_momentum,11142,12,0.8413185584521921,0.05934030994315565
smallcnn_cifar10,sgd_momentum,11142,13,0.832392959657371,0.057517701890508456
smallcnn_cifar10,sgd_momentum,11142,14,0.8229744395023579,0.05812484034474934
smallcnn_cifar10,sgd_momentum,11142,15,0.8136291984740941,0.05307773813036082
smallcnn_cifar10,sgd_momentum,11142,16,0.8048909835868274,0.052812654859373004
smallcnn_cifar10,sgd_momentum,11142,17,0.7948722717795527,0.05012569361491367
smallcnn_cifar10,sgd_momentum,11142,18,0.7856706979108828,0.05142811830940251
smallcnn_cifar10,sgd_momentum,11142,19,0.7765348873000056,0.04821622094164028
smallcnn_cifar10,sgd_momentum,11142,20,0.7670458667478669,0.050325964766374465
smallcnn_cifar10,sgd_momentum,11142,21,0.7561639595245059,0.047196849572420395
smallcnn_cifar10,sgd_momentum,11142,22,0.7450240937395256,0.045153118544671564
smallcnn_cifar10,sgd_momentum,11142,23,0.734231978883694,0.04546234487011825
smallcnn_cifar10,sgd_momentum,11142,24,0.7233182782086484,0.04200309522622161
smallcnn_cifar10,sgd_momentum,11142,25,0.7128140921436104,0.04443306528832743
smallcnn_cifar10,sgd_momentum,11142,26,0.7018376144214826,0.041085968122974194
smallcnn_cifar10,sgd_momentum,11142,27,0.6905388828897779,0.041907092127825785
smallcnn_cifar10,sgd_momentum,11142,28,0.6780426354344578,0.039604260781230353
smallcnn_cifar10,sgd_momentum,11142,29,0.6658786564953977,0.04114693567576641
smallcnn_cifar10,sgd_momentum,11142,30,0.6550437207711544,0.03924588873892193
smallcnn_cifar10,sgd_momentum,11142,31,0.6433507087466691,0.0393107429209646
smallcnn_cifar10,sgd_momentum,11142,32,0.6310029394116523,0.03936490121588717
smallcnn_cifar10,sgd_momentum,11142,33,0.6184056299897231,0.03487227385802853
smallcnn_cifar10,sgd_momentum,11142,34,0.6057787578109585,0.038388317281202594
smallcnn_cifar10,sgd_momentum,11142,35,0.5929075649883463,0.03715242367295265
smallcnn_cifar10,sgd_momentum,11142,36,0.5801559828080881,0.03705453123402605
smallcnn_cifar10,sgd_momentum,11142,37,0.5669647141283828,0.03281711926408928
smallcnn_cifar10,sgd_momentum,11142,38,0.5533314510894222,0.0372367591775045
smallcnn_cifar10,sgd_momentum,11142,39,0.5399614729441459,0.03329582900727294
smallcnn_cifar10,sgd_momentum,11142,40,0.5265852999641759,0.03458498139274048
smallcnn_cifar10,sgd_momentum,12142,0,1.0,1.0
smallcnn_cifar10,sgd_momentum,12142,1,0.9697436268353363,0.01807640441053036
smallcnn_cifar10,sgd_momentum,12142,2,0.9398743644911675,0.07448048978463945
smallcnn_cifar10,sgd_momentum,12142,3,0.9203571031381445,0.07680347806651806
smallcnn_cifar10,sgd_momentum,12142,4,0.9070438017879837,0.08184972084243619
smallcnn_cifar10,sgd_momentum,12142,5,0.898091743916598,0.07470986591496616
smallcnn_cifar10,sgd_momentum,12142,6,0.889610291587047,0.07685235100748448
smallcnn_cifar10,sgd_momentum,12142,7,0.8801051447873934,0.07137182177411076
smallcnn_cifar10,sgd_momentum,12142,8,0.871632092615702,0.07073079771568401
smallcnn_cifar10,sgd_momentum,12142,9,0.8624679560026663,0.06633668504532479
smallcnn_cifar10,sgd_momentum,12142,10,0.8520131333237354,0.06410373509990207
smallcnn_cifar10,sgd_momentum,12142,11,0.8427428025919733,0.061559830747104756
smallcnn_cifar10,sgd_momentum,12142,12,0.8335149429456677,0.06026981541126032
smallcnn_cifar10,sgd_momentum,12142,13,0.8241777684077235,0.05780777905060304
smallcnn_cifar10,sgd_momentum,12142,14,0.81491909685207,0.05678568649206048
smallcnn_cifar10,sgd_momentum,12142,15,0.8052971377724498,0.052412368570473024
smallcnn_cifar10,sgd_momentum,12142,16,0.7960276224732984,0.05614357176425361
smallcnn_cifar10,sgd_momentum,12142,17,0.7864787565844965,0.05296005154918436
smallcnn_cifar10,sgd_momentum,12142,18,0.7770723114551901,0.04907352724834283
smallcnn_cifar10,sgd_momentum,12142,19,0.7677371320589864,0.049365751103990954
smallcnn_cifar10,sgd_momentum,12142,20,0.7583175534202495,0.04804632644989906
smallcnn_cifar10,sgd_momentum,12142,21,0.748681910013355,0.04804096776974679
smallcnn_cifar10,sgd_momentum,12142,22,0.7381756064582601,0.044681619511936464
smallcnn_cifar10,sgd_momentum,12142,23,0.7277285237131972,0.045945783268955515
smallcnn_cifar10,sgd_momentum,12142,24,0.7167234879621329,0.04563396986934689
smallcnn_cifar10,sgd_momentum,12142,25,0.7059970054204443,0.043829795303186876
smallcnn_cifar10,sgd_momentum,12142,26,0.6954085336464505,0.04131678782080629
smallcnn_cifar10,sgd_momentum,12142,27,0.6852526441679564,0.04255189541440415
smallcnn_cifar10,sgd_momentum,12142,28,0.6737554013276036,0.04244681111657288
smallcnn_cifar10,sgd_momentum,12142,29,0.6617998637935838,0.04053766049816703
smallcnn_cifar10,sgd_momentum,12142,30,0.6509818174970513,0.039567235171186016
smallcnn_cifar10,sgd_momentum,12142,31,0.6391740087245115,0.039498449091589324
smallcnn_cifar10,sgd_momentum,12142,32,0.6272636556455533,0.03993175072718589
smallcnn_cifar10,sgd_momentum,12142,33,0.6148836309745992,0.03583610867149318
smallcnn_cifar10,sgd_momentum,12142,34,0.6019590783491293,0.039014187249481115
smallcnn_cifar10,sgd_momentum,12142,35,0.5889108523515563,0.03746918400215614
smallcnn_cifar10,sgd_momentum,12142,36,0.5768247319913506,0.035010387631119584
smallcnn_cifar10,sgd_momentum,12142,37,0.56451023339159,0.035144266356795364
smallcnn_cifar10,sgd_momentum,12142,38,0.5513741088050449,0.03685912624094101
smallcnn_cifar10,sgd_momentum,12142,39,0.5385778806974644,0.03374078093534906
smallcnn_cifar10,sgd_momentum,12142,40,0.5248928898089393,0.0354775788297016
smallcnn_cifar10,adam,10242,0,1.0,1.0
smallcnn_cifar10,adam,10242,1,0.9806995544932152,0.0060716443491031944
smallcnn_cifar10,adam,10242,2,0.9660046859102085,0.02946800649399817
smallcnn_cifar10,adam,10242,3,0.9512841843085349,0.03780973510026561
smallcnn_cifar10,adam,10242,4,0.9395232370843399,0.037639748198872565
smallcnn_cifar10,adam,10242,5,0.9295617682634217,0.03912298021337145
smallcnn_cifar10,adam,10242,6,0.9233554548275893,0.036321232687582534
smallcnn_cifar10,adam,10242,7,0.9176059064778999,0.03649885512989523
smallcnn_cifar10,adam,10242,8,0.9116348305359497,0.03618466654465099
smallcnn_cifar10,adam,10242,9,0.905302451454883,0.03446408754897923
smallcnn_cifar10,adam,10242,10,0.8997908118300493,0.03409893045636666
smallcnn_cifar10,adam,10242,11,0.8935617115802416,0.0322503804305569
smallcnn_cifar10,adam,10242,12,0.8858221894621175,0.031267626458971694
smallcnn_cifar10,adam,10242,13,0.8785077506559358,0.03027280241137297
smallcnn_cifar10,adam,10242,14,0.8699620690363613,0.02709993426881621
smallcnn_cifar10,adam,10242,15,0.8627828537830726,0.028926728183692327
smallcnn_cifar10,adam,10242,16,0.8546721416777412,0.02720327725020484
smallcnn_cifar10,adam,10242,17,0.8470915920834886,0.02726882532296286
smallcnn_cifar10,adam,10242,18,0.8393692104827288,0.02617199614147837
smallcnn_cifar10,adam,10242,19,0.8319081037898409,0.02506505108371521
smallcnn_cifar10,adam,10242,20,0.8240586657708695,0.024557434588961334
smallcnn_cifar10,adam,10242,21,0.8165011969616427,0.0246893750313641
smallcnn_cifar10,adam,10242,22,0.8056545016886504,0.023420803048037363
smallcnn_cifar10,adam,10242,23,0.7964480214555875,0.023984941019722983
smallcnn_cifar10,adam,10242,24,0.7823648227690444,0.02341642732793766
smallcnn_cifar10,adam,10242,25,0.772518330889277,0.02212767723846142
smallcnn_cifar10,adam,10242,26,0.7593082740913162,0.021912248546156393
smallcnn_cifar10,adam,10242,27,0.7481516364601812,0.02163254173632599
smallcnn_cifar10,adam,10242,28,0.7379124661480799,0.019497937905143238
smallcnn_cifar10,adam,10242,29,0.7272467761283401,0.021991903788700917
smallcnn_cifar10,adam,10242,30,0.7164032824542272,0.02045929294315451
smallcnn_cifar10,adam,10242,31,0.7001057266912661,0.01915503873982001
smallcnn_cifar10,adam,10242,32,0.6883831233249665,0.01961199295160955
smallcnn_cifar10,adam,10242,33,0.6759207132812536,0.018717372446665353
smallcnn_cifar10,adam,10242,34,0.6609034131846697,0.01854747644795705
smallcnn_cifar10,adam,10242,35,0.6446103739034617,0.01875174545222286
smallcnn_cifar10,adam,10242,36,0.6310767787582844,0.018336564615230436
smallcnn_cifar10,adam,10242,37,0.6174123821135399,0.01636733113518146
smallcnn_cifar10,adam,10242,38,0.5999595475978855,0.017520341445449464
smallcnn_cifar10,adam,10242,39,0.5842667856922985,0.016774892039249954
smallcnn_cifar10,adam,10242,40,0.5709006116008519,0.01598400895665624
smallcnn_cifar10,adam,11242,0,1.0,1.0
smallcnn_cifar10,adam,11242,1,0.9797377535338807,0.00462298513299241
smallcnn_cifar10,adam,11242,2,0.9672715400219255,0.022884019323660607
smallcnn_cifar10,adam,11242,3,0.9580140785300421,0.031287859758998435
smallcnn_cifar10,adam,11242,4,0.9503161584893483,0.03348147550006689
smallcnn_cifar10,adam,11242,5,0.9406412656016654,0.034420606309372444
smallcnn_cifar10,adam,11242,6,0.9322721620030167,0.032942604844511184
smallcnn_cifar10,adam,11242,7,0.9261125888052589,0.03222643694601913
smallcnn_cifar10,adam,11242,8,0.9222347079408975,0.031887552487042496
smallcnn_cifar10,adam,11242,9,0.915385101048267,0.03052930873935476
smallcnn_cifar10,adam,11242,10,0.9063621949383753,0.030052871280410558
smallcnn_cifar10,adam,11242,11,0.8956110083995773,0.031085129280178515
smallcnn_cifar10,adam,11242,12,0.8894736300456174,0.027524297939006532
smallcnn_cifar10,adam,11242,13,0.8811088132003101,0.027736551807094403
smallcnn_cifar10,adam,11242,14,0.8735150052029543,0.026379357179799227
smallcnn_cifar10,adam,11242,15,0.8662134415478383,0.026207021588970817
smallcnn_cifar10,adam,11242,16,0.8592085202839684,0.02532817656558286
smallcnn_cifar10,adam,11242,17,0.8526861380890632,0.025850219629370935
smallcnn_cifar10,adam,11242,18,0.8439183082882159,0.023199486040349184
smallcnn_cifar10,adam,11242,19,0.8323621247488583,0.023419614793736932
smallcnn_cifar10,adam,11242,20,0.8226210735583191,0.022424382422136995
smallcnn_cifar10,adam,11242,21,0.8137397015172603,0.022323014094215575
smallcnn_cifar10,adam,11242,22,0.8031411138578346,0.021820489705677536
smallcnn_cifar10,adam,11242,23,0.7936383333252651,0.022170310355661218
smallcnn_cifar10,adam,11242,24,0.7837127635748967,0.02089175680047628
smallcnn_cifar10,adam,11242,25,0.7734724202680331,0.0201337055759064
smallcnn_cifar10,adam,11242,26,0.7628735792415701,0.020810229838025215
smallcnn_cifar10,adam,11242,27,0.7524980062666969,0.01939238775664271
smallcnn_cifar10,adam,11242,28,0.7422874681235233,0.020006389494331245
smallcnn_cifar10,adam,11242,29,0.7317302155847875,0.018915695709200535
smallcnn_cifar10,adam,11242,30,0.7154212975636945,0.018259289016034443
smallcnn_cifar10,adam,11242,31,0.7028598702521714,0.019272100152253568
smallcnn_cifar10,adam,11242,32,0.6883114090696126,0.017374787753598405
smallcnn_cifar10,adam,11242,33,0.6741213581726557,0.01686736942174885
smallcnn_cifar10,adam,11242,34,0.6584582027516516,0.018214803338892818
smallcnn_cifar10,adam,11242,35,0.6455191176347598,0.016697918965531258
smallcnn_cifar10,adam,11242,36,0.6323640997679576,0.01615951597188999
smallcnn_cifar10,adam,11242,37,0.6185000642209239,0.01759256579843177
smallcnn_cifar10,adam,11242,38,0.6004729843597174,0.01432203835047118
smallcnn_cifar10,adam,11242,39,0.5851341367735104,0.016817262165684806
smallcnn_cifar10,adam,11242,40,0.5709693614933216,0.015163829693196955
smallcnn_cifar10,adam,12242,0,1.0,1.0
smallcnn_cifar10,adam,12242,1,0.982092165444162,0.0018300477980677805
smallcnn_cifar10,adam,12242,2,0.9714418277721565,0.021779437170806226
smallcnn_cifar10,adam,12242,3,0.9623435691488268,0.030963210969944376
smallcnn_cifar10,adam,12242,4,0.9535143322692912,0.03420510714698434
smallcnn_cifar10,adam,12242,5,0.9473550902074367,0.036635079722699034
smallcnn_cifar10,adam,12242,6,0.9430044212397815,0.033309182153666725
smallcnn_cifar10,adam,12242,7,0.9351848494774262,0.0313756196038821
smallcnn_cifar10,adam,12242,8,0.9290176173780152,0.03341388751561256
smallcnn_cifar10,adam,12242,9,0.9235999811944658,0.029804169518673866
smallcnn_cifar10,adam,12242,10,0.910395776750603,0.02999189333739037
smallcnn_cifar10,adam,12242,11,0.9031718391772836,0.031206950731759647
smallcnn_cifar10,adam,12242,12,0.8973920995071231,0.02722539603980279
smallcnn_cifar10,adam,12242,13,0.8896604877071802,0.02958116941044319
smallcnn_cifar10,adam,12242,14,0.8828102874729388,0.026863933310146842
smallcnn_cifar10,adam,12242,15,0.8770508392318417,0.025667832806891534
smallcnn_cifar10,adam,12242,16,0.8662907473992381,0.02633802639932304
smallcnn_cifar10,adam,12242,17,0.8587322844878356,0.024483685192597106
smallcnn_cifar10,adam,12242,18,0.8497228815520758,0.026796162596820248
smallcnn_cifar10,adam,12242,19,0.8405115627635561,0.02378704437529892
smallcnn_cifar10,adam,12242,20,0.8321001476952302,0.023259957225104506
smallcnn_cifar10,adam,12242,21,0.8236674277262893,0.02264162090843843
smallcnn_cifar10,adam,12242,22,0.8127956098648391,0.02287147477453447
smallcnn_cifar10,adam,12242,23,0.8030209990865124,0.020821513863584582
smallcnn_cifar10,adam,12242,24,0.7924566217797786,0.021789058435832922
smallcnn_cifar10,adam,12242,25,0.781424866962763,0.0209628893364241
smallcnn_cifar10,adam,12242,26,0.7699613308434327,0.020406799217586962
smallcnn_cifar10,adam,12242,27,0.7588842511011846,0.01935936474232728
smallcnn_cifar10,adam,12242,28,0.7478235233733315,0.0214377632763897
smallcnn_cifar10,adam,12242,29,0.7359403770603329,0.0191306743058156
smallcnn_cifar10,adam,12242,30,0.7246574185710166,0.01950261653807354
smallcnn_cifar10,adam,12242,31,0.7098057377454758,0.017225212924234606
