experiment,calib_id,block_size,n_steps,n_checkpoints,d,n_pool_steps,n_source_files,n_nulls,geodesic_k,geodesic_max_k,geodesic_pct,alpha,sample_with_replacement,seed,runtime_sec,Lobs,null_med,null_max,TSR,pperm,pct,zrob,delta,zero_frac,null_collapsed,zrob_collapsed,fallback,separation_flag,formal_trigger,nominal_trigger
block_type1_calibration_mlp2_empirical_random_walk,27,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.938,0.0,0.0,0.01883983612060547,0.0,1.0,0.0,0.0,-0.01883983612060547,0.97,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,27,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.787,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,27,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.804,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,27,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.767,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,28,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.742,0.0,0.0,0.003317922353744507,0.0,1.0,0.0,0.0,-0.003317922353744507,0.99,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,28,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.739,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,28,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.565,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,28,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.856,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,29,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.41,0.0,0.0,1.3299286365509033e-06,0.0,1.0,0.0,0.0,-1.3299286365509033e-06,0.995,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,29,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.733,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,29,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.341,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,29,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.335,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,30,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.984,0.0,0.0,0.00036263465881347656,0.0,1.0,0.0,0.0,-0.00036263465881347656,0.95,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,30,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.783,0.0,0.0,0.02916276454925537,0.0,1.0,0.0,0.0,-0.02916276454925537,0.96,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,30,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.906,0.0,0.0,0.03617757558822632,0.0,1.0,0.0,0.0,-0.03617757558822632,0.985,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,30,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.814,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,31,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.018,0.0,0.0,0.00012576580047607422,0.0,1.0,0.0,0.0,-0.00012576580047607422,0.99,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,31,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.864,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,31,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.192,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,31,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.856,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,32,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.625,0.0,0.0,0.0019005537033081055,0.0,1.0,0.0,0.0,-0.0019005537033081055,0.99,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,32,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.502,0.0,0.0,0.001740097999572754,0.0,1.0,0.0,0.0,-0.001740097999572754,0.975,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,32,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.726,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,32,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.145,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,33,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,12.439,0.0,0.0,0.08650767803192139,0.0,1.0,0.0,0.0,-0.08650767803192139,0.97,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,33,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,12.463,0.0,0.0,0.0001900196075439453,0.0,1.0,0.0,0.0,-0.0001900196075439453,0.98,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,33,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.989,0.0,0.0,0.027274489402770996,0.0,1.0,0.0,0.0,-0.027274489402770996,0.96,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,33,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,12.247,0.0,0.0,0.023085057735443115,0.0,1.0,0.0,0.0,-0.023085057735443115,0.905,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,34,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.928,0.0,0.0,1.2978911399841309e-05,0.0,1.0,0.0,0.0,-1.2978911399841309e-05,0.99,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,34,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.952,0.0,0.0,0.00035312771797180176,0.0,1.0,0.0,0.0,-0.00035312771797180176,0.97,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,34,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.949,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,34,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.038,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,35,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.694,0.0,0.0,4.917383193969727e-07,0.0,1.0,0.0,0.0,-4.917383193969727e-07,0.995,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,35,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.335,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,35,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.305,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,35,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.344,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,36,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.577,0.0,0.0,1.1980533599853516e-05,0.0,1.0,0.0,0.0,-1.1980533599853516e-05,0.99,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,36,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.429,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,36,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.446,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,36,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.634,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,37,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.523,0.0,0.0,0.03029531240463257,0.0,1.0,0.0,0.0,-0.03029531240463257,0.975,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,37,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.628,0.0,0.0,0.007583558559417725,0.0,1.0,0.0,0.0,-0.007583558559417725,0.94,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,37,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.612,0.0,0.0,0.007628202438354492,0.0,1.0,0.0,0.0,-0.007628202438354492,0.945,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,37,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.543,0.0,0.0,1.3709068298339844e-05,0.0,1.0,0.0,0.0,-1.3709068298339844e-05,0.94,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,38,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.478,0.0,0.0,0.012016594409942627,0.0,1.0,0.0,0.0,-0.012016594409942627,0.985,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,38,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.653,0.0,0.0,4.4286251068115234e-05,0.0,1.0,0.0,0.0,-4.4286251068115234e-05,0.995,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,38,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.619,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,38,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.384,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,39,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.642,0.0,0.0,0.0036107897758483887,0.0,1.0,0.0,0.0,-0.0036107897758483887,0.98,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,39,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.694,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,39,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.796,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,39,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.836,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,40,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.762,0.0,0.0,9.685754776000977e-07,0.0,1.0,0.0,0.0,-9.685754776000977e-07,0.995,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,40,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.932,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,40,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.785,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,40,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.096,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,41,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.002,0.0,0.0,4.124641418457031e-05,0.0,1.0,0.0,0.0,-4.124641418457031e-05,0.99,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,41,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,41,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.845,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,41,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.028,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,42,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.476,0.0,0.0,6.645917892456055e-06,0.0,1.0,0.0,0.0,-6.645917892456055e-06,0.995,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,42,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,42,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.108,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,42,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.192,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,43,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.729,0.0,0.0,0.005383789539337158,0.0,1.0,0.0,0.0,-0.005383789539337158,0.955,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,43,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.501,0.0,0.0,9.1552734375e-05,0.0,1.0,0.0,0.0,-9.1552734375e-05,0.985,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,43,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.613,0.0,0.0,0.010249793529510498,0.0,1.0,0.0,0.0,-0.010249793529510498,0.915,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,43,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.451,0.0,0.0,0.00019782781600952148,0.0,1.0,0.0,0.0,-0.00019782781600952148,0.985,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,44,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.041,0.0,0.0,0.025772571563720703,0.0,1.0,0.0,0.0,-0.025772571563720703,0.975,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,44,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.378,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,44,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,44,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.189,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,45,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.473,0.0,0.0,2.7939677238464355e-07,0.0,1.0,0.0,0.0,-2.7939677238464355e-07,0.99,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,45,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.407,0.0,0.0,0.004084110260009766,0.0,1.0,0.0,0.0,-0.004084110260009766,0.975,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,45,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.413,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,45,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.344,0.0,0.0,0.0035695135593414307,0.0,1.0,0.0,0.0,-0.0035695135593414307,0.99,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,46,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.356,0.0,0.0,0.004559814929962158,0.0,1.0,0.0,0.0,-0.004559814929962158,0.975,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,46,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.176,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,46,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.147,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,46,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.591,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,47,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,9.997,0.0,0.0,3.296881914138794e-07,0.0,1.0,0.0,0.0,-3.296881914138794e-07,0.995,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,47,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,9.88,0.0,0.0,4.470348358154297e-06,0.0,1.0,0.0,0.0,-4.470348358154297e-06,0.995,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,47,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,9.812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,47,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,9.666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,48,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.553,0.0,0.0,0.02555549144744873,0.0,1.0,0.0,0.0,-0.02555549144744873,0.945,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,48,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.585,0.0,0.0,0.04611438512802124,0.0,1.0,0.0,0.0,-0.04611438512802124,0.925,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,48,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.473,0.0,0.0,0.015014886856079102,0.0,1.0,0.0,0.0,-0.015014886856079102,0.87,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,48,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.58,0.0,0.0,0.037737488746643066,0.0,1.0,0.0,0.0,-0.037737488746643066,0.9,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,49,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.588,0.0,0.0,0.000942230224609375,0.0,1.0,0.0,0.0,-0.000942230224609375,0.975,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,49,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.587,0.0,0.0,0.012046992778778076,0.0,1.0,0.0,0.0,-0.012046992778778076,0.99,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,49,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.616,0.0,0.0,0.0013309121131896973,0.0,1.0,0.0,0.0,-0.0013309121131896973,0.995,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,49,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.776,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,50,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,12.246,0.0,0.0,0.006857395172119141,0.0,1.0,0.0,0.0,-0.006857395172119141,0.97,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,50,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,12.106,0.0,0.0,0.0730506181716919,0.0,1.0,0.0,0.0,-0.0730506181716919,0.975,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,50,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,12.372,0.0,0.0,0.0002455711364746094,0.0,1.0,0.0,0.0,-0.0002455711364746094,0.985,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,50,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,12.168,0.0,0.0,5.9604644775390625e-06,0.0,1.0,0.0,0.0,-5.9604644775390625e-06,0.995,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,51,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,12.091,0.0,0.0,0.00019609928131103516,0.0,1.0,0.0,0.0,-0.00019609928131103516,0.96,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,51,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,12.04,0.0,0.0,0.0076525211334228516,0.0,1.0,0.0,0.0,-0.0076525211334228516,0.96,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,51,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,12.121,0.0,0.0,0.02985513210296631,0.0,1.0,0.0,0.0,-0.02985513210296631,0.965,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,51,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,12.092,0.0,0.0,0.08389997482299805,0.0,1.0,0.0,0.0,-0.08389997482299805,0.95,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,52,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.638,0.0,0.0,0.015160590410232544,0.0,1.0,0.0,0.0,-0.015160590410232544,0.985,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,52,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.536,0.0,0.0,0.0007163733243942261,0.0,1.0,0.0,0.0,-0.0007163733243942261,0.995,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,52,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.566,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,52,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.638,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,53,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.866,0.0,0.0,0.000726163387298584,0.0,1.0,0.0,0.0,-0.000726163387298584,0.94,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,53,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,12.017,0.0,0.0,0.0007234811782836914,0.0,1.0,0.0,0.0,-0.0007234811782836914,0.95,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,53,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,12.327,0.0,0.0,0.0034949779510498047,0.0,1.0,0.0,0.0,-0.0034949779510498047,0.94,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,53,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,12.03,0.0,0.0,0.008331298828125,0.0,1.0,0.0,0.0,-0.008331298828125,0.95,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,54,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.645,0.0,0.0,1.862645149230957e-09,0.0,1.0,0.0,0.0,-1.862645149230957e-09,0.995,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,54,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.551,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,54,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.438,0.0,0.0,0.011482000350952148,0.0,1.0,0.0,0.0,-0.011482000350952148,0.97,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,54,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,10.403,0.0,0.0,0.011621177196502686,0.0,1.0,0.0,0.0,-0.011621177196502686,0.96,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,55,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,12.002,0.0,0.0,0.033203125,0.0,1.0,0.0,0.0,-0.033203125,0.97,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,55,5,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.895,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,55,10,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.791,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,55,20,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,11.713,0.0,0.0,0.009338617324829102,0.0,1.0,0.0,0.0,-0.009338617324829102,0.97,True,True,False,False,False,False
block_type1_calibration_mlp2_empirical_random_walk,56,1,199,200,203530,2388,12,200,12,199,95.0,0.05,True,20260506,12.035,0.0,0.0,0.0016196966171264648,0.0,1.0,0.0,0.0,-0.0016196966171264648,0.945,True,True,False,False,False,False
