experiment,stress_name,stress_label,seed,rep,status,analysis_role,is_formal_inference,space,pca_d,pca_var,prefix_ep,N_pts,geo_Lobs,geo_null_med,geo_null_max,geo_TSR,geo_pperm,geo_pct,geo_zrob,geo_delta,geo_zero_frac,geo_null_collapsed,geo_zrob_collapsed,geo_fallback,geo_separation_flag,geo_formal_trigger,geo_nominal_trigger,euc_Lobs,euc_null_med,euc_null_max,euc_TSR,euc_pperm,euc_pct,euc_zrob,euc_delta,euc_zero_frac,euc_null_collapsed,euc_zrob_collapsed,euc_fallback,euc_separation_flag,euc_formal_trigger,euc_nominal_trigger,decision,train_loss,val_loss,val_acc,kinematic_R,path_length,net_displacement,d_full
stress,extreme_momentum,Momentum99,12042,2,ok,formal_matched_step,True,full,321290,1.0,200,200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False,matched_step_non_detection,0.8138548135757446,0.8532330989837646,73.18000030517578,15.925855081637849,2119.09423828125,133.05999755859375,321290
stress,extreme_momentum,Momentum99,12042,2,ok,projection_diagnostic,False,pca,3,0.7461087107658386,100,100,0.0,0.0,0.00331275537610054,0.0,1.0,0.0,0.0,-0.00331275537610054,0.98,True,True,False,False,False,False,0.0,0.0,0.09601390361785889,0.0,1.0,0.0,0.0,-0.09601390361785889,0.98,True,True,False,False,False,False,pca_non_trigger,0.801772952079773,0.8403776288032532,74.36000061035156,1.2936260523849328,121.67760467529297,94.05933380126953,321290
stress,extreme_momentum,Momentum99,12042,2,ok,projection_diagnostic,False,pca,3,0.7461087107658386,150,150,0.0,0.0,0.004117883741855621,0.0,1.0,0.0,0.0,-0.004117883741855621,0.635,False,True,False,False,False,False,0.0,0.0,0.1374913454055786,0.0,1.0,0.0,0.0,-0.1374913454055786,0.635,False,True,False,False,False,False,pca_non_trigger,0.8512008786201477,0.9878289103507996,70.08999633789062,1.6337426354925288,175.610107421875,107.48945617675781,321290
stress,extreme_momentum,Momentum99,12042,2,ok,projection_diagnostic,False,pca,3,0.7461087107658386,200,200,0.0010681662242859602,0.0004280777648091316,0.003991657868027687,2.495262098621181,0.373134328358209,63.0,1.0085404724471696,-0.002923491643741727,0.41,False,False,False,False,False,False,0.0719919204711914,0.017032623291015625,0.15747570991516113,4.226707726515564,0.22388059701492538,78.0,2.176384545233858,-0.08548378944396973,0.41,False,False,False,False,False,False,pca_non_trigger,0.8138548135757446,0.8532330989837646,73.18000030517578,1.7820917273714154,217.60186767578125,122.10475158691406,321290
stress,extreme_momentum,Momentum99,12042,2,ok,projection_diagnostic,False,pca,10,0.8963030576705933,100,100,0.0,0.0,0.005671180784702301,0.0,1.0,0.0,0.0,-0.005671180784702301,0.95,True,True,False,False,False,False,0.0,0.0,0.20959925651550293,0.0,1.0,0.0,0.0,-0.20959925651550293,0.95,True,True,False,False,False,False,pca_non_trigger,0.801772952079773,0.8403776288032532,74.36000061035156,2.2813842601690215,230.64698791503906,101.09957885742188,321290
stress,extreme_momentum,Momentum99,12042,2,ok,projection_diagnostic,False,pca,10,0.8963030576705933,150,150,0.0,0.0,0.0031230971217155457,0.0,1.0,0.0,0.0,-0.0031230971217155457,0.935,True,True,False,False,False,False,0.0,0.0,0.14522171020507812,0.0,1.0,0.0,0.0,-0.14522171020507812,0.935,True,True,False,False,False,False,pca_non_trigger,0.8512008786201477,0.9878289103507996,70.08999633789062,2.98196146930147,349.37567138671875,117.16304016113281,321290
stress,extreme_momentum,Momentum99,12042,2,ok,projection_diagnostic,False,pca,10,0.8963030576705933,200,200,0.0,0.0,0.005780413746833801,0.0,1.0,0.0,0.0,-0.005780413746833801,0.66,False,True,False,False,False,False,0.0,0.0,0.3561117649078369,0.0,1.0,0.0,0.0,-0.3561117649078369,0.66,False,True,False,False,False,False,pca_non_trigger,0.8138548135757446,0.8532330989837646,73.18000030517578,3.6211728732802153,465.35430908203125,128.50927734375,321290
stress,extreme_momentum,Momentum99,12042,2,ok,projection_diagnostic,False,pca,22,0.9520149827003479,100,100,0.0,0.0,0.0006201118230819702,0.0,1.0,0.0,0.0,-0.0006201118230819702,0.995,True,True,False,False,False,False,0.0,0.0,0.028145313262939453,0.0,1.0,0.0,0.0,-0.028145313262939453,0.995,True,True,False,False,False,False,pca_non_trigger,0.801772952079773,0.8403776288032532,74.36000061035156,3.563096835849809,370.0150146484375,103.84646606445312,321290
stress,extreme_momentum,Momentum99,12042,2,ok,projection_diagnostic,False,pca,22,0.9520149827003479,150,150,0.0,0.0,0.0023502185940742493,0.0,1.0,0.0,0.0,-0.0023502185940742493,0.97,True,True,False,False,False,False,0.0,0.0,0.16524267196655273,0.0,1.0,0.0,0.0,-0.16524267196655273,0.97,True,True,False,False,False,False,pca_non_trigger,0.8512008786201477,0.9878289103507996,70.08999633789062,4.766535665684574,569.5782470703125,119.49522399902344,321290
stress,extreme_momentum,Momentum99,12042,2,ok,projection_diagnostic,False,pca,22,0.9520149827003479,200,200,0.0,0.0,0.007496558129787445,0.0,1.0,0.0,0.0,-0.007496558129787445,0.91,True,True,False,False,False,False,0.0,0.0,0.7026605606079102,0.0,1.0,0.0,0.0,-0.7026605606079102,0.91,True,True,False,False,False,False,pca_non_trigger,0.8138548135757446,0.8532330989837646,73.18000030517578,5.888609946138839,773.4102783203125,131.3400421142578,321290
