arch,optimizer,seed,rep,k_value,filtration_pct,d_full,kinematic_R,n_nulls_used,geo_Lobs,geo_null_med,geo_null_max,geo_TSR,geo_pperm,geo_pct,geo_zrob,geo_delta,geo_zero_frac,geo_null_collapsed,geo_zrob_collapsed,geo_fallback,geo_separation_flag,geo_formal_trigger,geo_nominal_trigger,euc_Lobs,euc_null_med,euc_null_max,euc_TSR,euc_pperm,euc_pct,euc_zrob,euc_delta,euc_zero_frac,euc_null_collapsed,euc_zrob_collapsed,euc_fallback,euc_separation_flag,euc_formal_trigger,euc_nominal_trigger,decision,elapsed_sec
smallcnn_cifar10,sgd,11042,1,8,90.0,321290,2.0229271016983743,200,0.0023743838537484407,0.0200453894212842,0.06558338552713394,0.11845037298745961,0.9850746268656716,1.5,-2.1734145129606746,-0.0632090016733855,0.0,False,False,False,False,False,False,0.004044048022478819,0.05219694972038269,0.1669725775718689,0.07747671164819346,1.0,0.0,-2.3153436696633816,-0.16292852954939008,0.0,False,False,False,False,False,False,sensitivity_non_trigger,94.303062915802
smallcnn_cifar10,sgd,11042,1,8,95.0,321290,2.0229271016983743,200,0.0023743838537484407,0.020618481561541557,0.0713203027844429,0.11515803656764335,0.9800995024875622,2.0,-2.2857448461979617,-0.06894591893069446,0.01,False,False,False,False,False,False,0.004044048022478819,0.054207853972911835,0.17438359558582306,0.07460262168698036,1.0,0.0,-2.4078363353007117,-0.17033954756334424,0.0,False,False,False,False,False,False,sensitivity_non_trigger,95.67557692527771
smallcnn_cifar10,sgd,11042,1,8,99.0,321290,2.0229271016983743,200,0.0023743838537484407,0.02000885084271431,0.06564706563949585,0.11866667767651148,0.9800995024875622,2.0,-2.035622753936454,-0.06327268178574741,0.005,False,False,False,False,False,False,0.004044048022478819,0.05251450464129448,0.15455348789691925,0.07700821039872852,0.9950248756218906,0.5,-2.455960899806781,-0.15050943987444043,0.0,False,False,False,False,False,False,sensitivity_non_trigger,96.84102201461792
smallcnn_cifar10,sgd,11042,1,10,90.0,321290,2.0229271016983743,200,0.0024261847138404846,0.0194776663556695,0.06085624545812607,0.12456239209630553,0.9651741293532339,3.5,-2.0044006339818847,-0.058430060744285583,0.02,False,False,False,False,False,False,0.004044048022478819,0.04942886158823967,0.1892173970118165,0.08181552017291818,1.0,0.0,-2.2969736985337605,-0.18517334898933768,0.0,False,False,False,False,False,False,sensitivity_non_trigger,94.2530403137207
smallcnn_cifar10,sgd,11042,1,10,95.0,321290,2.0229271016983743,200,0.0024261847138404846,0.020404217764735222,0.0724443793296814,0.11890603902075451,0.9701492537313433,3.0,-2.1020443243383027,-0.07001819461584091,0.005,False,False,False,False,False,False,0.004044048022478819,0.052208270877599716,0.16489280760288239,0.07745991112945445,1.0,0.0,-2.2556285423242897,-0.16084875958040357,0.0,False,False,False,False,False,False,sensitivity_non_trigger,95.70203137397766
smallcnn_cifar10,sgd,11042,1,10,99.0,321290,2.0229271016983743,200,0.0024261847138404846,0.02157372422516346,0.06707130372524261,0.11246017091931386,0.9900497512437811,1.0,-1.9734974573221125,-0.06464511901140213,0.005,False,False,False,False,False,False,0.004044048022478819,0.05611627921462059,0.15585684776306152,0.07206550539354208,1.0,0.0,-2.431584151586338,-0.1518127997405827,0.0,False,False,False,False,False,False,sensitivity_non_trigger,96.78301930427551
smallcnn_cifar10,sgd,11042,1,12,90.0,321290,2.0229271016983743,200,0.0018053827807307243,0.024027617648243904,0.0743546113371849,0.07513781878360862,0.9900497512437811,1.0,-1.9760416177155036,-0.07254922855645418,0.0,False,False,False,False,False,False,0.004044048022478819,0.058593664318323135,0.18863515555858612,0.06901852050828582,1.0,0.0,-2.0953021453803724,-0.1845911075361073,0.0,False,False,False,False,False,False,sensitivity_non_trigger,94.28955483436584
smallcnn_cifar10,sgd,11042,1,12,95.0,321290,2.0229271016983743,200,0.0018053827807307243,0.0223284550011158,0.06629341840744019,0.08085569648950856,0.9800995024875622,2.0,-2.2165954276231874,-0.06448803562670946,0.01,False,False,False,False,False,False,0.004044048022478819,0.054115988314151764,0.16482964158058167,0.07472926483256223,1.0,0.0,-2.342575599045092,-0.16078559355810285,0.0,False,False,False,False,False,False,sensitivity_non_trigger,95.71012043952942
smallcnn_cifar10,sgd,11042,1,12,99.0,321290,2.0229271016983743,200,0.0018053827807307243,0.022394435480237007,0.07115541398525238,0.0806174722396262,0.9651741293532339,3.5,-2.1445239001492906,-0.06935003120452166,0.02,False,False,False,False,False,False,0.004044048022478819,0.05536668747663498,0.1671084463596344,0.07304117704553639,1.0,0.0,-2.415991972113785,-0.16306439833715558,0.0,False,False,False,False,False,False,sensitivity_non_trigger,96.88033556938171
smallcnn_cifar10,sgd,11042,1,16,90.0,321290,2.0229271016983743,200,0.0018427607137709856,0.022474847733974457,0.09261777251958847,0.0819921334062413,1.0,0.0,-2.2167573621567227,-0.09077501180581748,0.0,False,False,False,False,False,False,0.004044048022478819,0.05225197598338127,0.21757811307907104,0.07739512135747043,1.0,0.0,-2.4103316270531026,-0.21353406505659223,0.0,False,False,False,False,False,False,sensitivity_non_trigger,94.64048433303833
smallcnn_cifar10,sgd,11042,1,16,95.0,321290,2.0229271016983743,200,0.0018427607137709856,0.02211768925189972,0.07148773968219757,0.08331614992417855,0.9701492537313433,3.0,-2.1017476865218656,-0.06964497896842659,0.01,False,False,False,False,False,False,0.004044048022478819,0.053155701607465744,0.17248448729515076,0.07607928971131765,1.0,0.0,-2.1693801383930564,-0.16844043927267194,0.0,False,False,False,False,False,False,sensitivity_non_trigger,95.90248823165894
smallcnn_cifar10,sgd,11042,1,16,99.0,321290,2.0229271016983743,200,0.0018427607137709856,0.022611113265156746,0.07882450520992279,0.081498009057747,0.9950248756218906,0.5,-2.0553414157862657,-0.0769817444961518,0.005,False,False,False,False,False,False,0.004044048022478819,0.05446731299161911,0.18874432146549225,0.07424724665648239,1.0,0.0,-2.3996549653265644,-0.18470027344301343,0.0,False,False,False,False,False,False,sensitivity_non_trigger,97.66147875785828
