arch,optimizer,seed,rep,k_value,filtration_pct,d_full,kinematic_R,n_nulls_used,geo_Lobs,geo_null_med,geo_null_max,geo_TSR,geo_pperm,geo_pct,geo_zrob,geo_delta,geo_zero_frac,geo_null_collapsed,geo_zrob_collapsed,geo_fallback,geo_separation_flag,geo_formal_trigger,geo_nominal_trigger,euc_Lobs,euc_null_med,euc_null_max,euc_TSR,euc_pperm,euc_pct,euc_zrob,euc_delta,euc_zero_frac,euc_null_collapsed,euc_zrob_collapsed,euc_fallback,euc_separation_flag,euc_formal_trigger,euc_nominal_trigger,decision,elapsed_sec
mlp2_mnist,sgd,1042,1,8,90.0,203530,1.257476539702929,200,0.006145439110696316,0.022513460367918015,0.07397295534610748,0.2729673275451109,0.9950248756218906,0.5,-1.582599363824352,-0.06782751623541117,0.0,False,False,False,False,False,False,0.011084852740168571,0.05212794570252299,0.2225165981799364,0.21264702820275186,1.0,0.0,-2.586840988858522,-0.21143174543976784,0.0,False,False,False,False,False,False,sensitivity_non_trigger,68.13229966163635
mlp2_mnist,sgd,1042,1,8,95.0,203530,1.257476539702929,200,0.006145439110696316,0.02359672822058201,0.08228245377540588,0.26043606778822764,0.9950248756218906,0.5,-1.7738735730977344,-0.07613701466470957,0.0,False,False,False,False,False,False,0.011084852740168571,0.05677004158496857,0.33068639039993286,0.19525884481487385,1.0,0.0,-2.482306616805717,-0.3196015376597643,0.0,False,False,False,False,False,False,sensitivity_non_trigger,69.36584162712097
mlp2_mnist,sgd,1042,1,8,99.0,203530,1.257476539702929,200,0.006145439110696316,0.02439207024872303,0.08693568408489227,0.2519441379013779,0.9900497512437811,1.0,-1.6334991130950538,-0.08079024497419596,0.0,False,False,False,False,False,False,0.011084852740168571,0.05506806820631027,0.23857179284095764,0.20129365530743387,1.0,0.0,-2.3543357201216506,-0.22748694010078907,0.0,False,False,False,False,False,False,sensitivity_non_trigger,70.57051420211792
mlp2_mnist,sgd,1042,1,10,90.0,203530,1.257476539702929,200,0.006154248490929604,0.024396969936788082,0.07915797829627991,0.2522546245137346,0.9800995024875622,2.0,-1.584401234980286,-0.0730037298053503,0.0,False,False,False,False,False,False,0.011084852740168571,0.05664319545030594,0.1582898199558258,0.19569610527530726,1.0,0.0,-2.514411059070208,-0.14720496721565723,0.0,False,False,False,False,False,False,sensitivity_non_trigger,67.71414518356323
mlp2_mnist,sgd,1042,1,10,95.0,203530,1.257476539702929,200,0.006154248490929604,0.02340516448020935,0.07892722636461258,0.2629440393751769,0.9950248756218906,0.5,-1.9103943988122827,-0.07277297787368298,0.0,False,False,False,False,False,False,0.011084852740168571,0.05474427714943886,0.22430944442749023,0.20248422880271258,1.0,0.0,-2.8862575093791705,-0.21322459168732166,0.0,False,False,False,False,False,False,sensitivity_non_trigger,69.12231397628784
mlp2_mnist,sgd,1042,1,10,99.0,203530,1.257476539702929,200,0.006154248490929604,0.023100595921278,0.08289864659309387,0.2664108108568101,0.9950248756218906,0.5,-1.828633037539189,-0.07674439810216427,0.0,False,False,False,False,False,False,0.011084852740168571,0.05623679608106613,0.330988347530365,0.19711031766447878,1.0,0.0,-2.5393173820027606,-0.3199034947901964,0.0,False,False,False,False,False,False,sensitivity_non_trigger,70.22260689735413
mlp2_mnist,sgd,1042,1,12,90.0,203530,1.257476539702929,200,0.006156818941235542,0.02367416024208069,0.07539008557796478,0.2600649348495904,0.9950248756218906,0.5,-1.6893281448955424,-0.06923326663672924,0.0,False,False,False,False,False,False,0.011084852740168571,0.05404346063733101,0.15840347111225128,0.20510997277451362,1.0,0.0,-2.5525817507692756,-0.1473186183720827,0.0,False,False,False,False,False,False,sensitivity_non_trigger,67.56879138946533
mlp2_mnist,sgd,1042,1,12,95.0,203530,1.257476539702929,200,0.006156818941235542,0.023613346740603447,0.07987304031848907,0.2607347026496706,0.9800995024875622,2.0,-1.6500447727367338,-0.07371622137725353,0.0,False,False,False,False,False,False,0.011084852740168571,0.055801328271627426,0.18779075145721436,0.19864854624985862,1.0,0.0,-2.338823955661547,-0.17670589871704578,0.0,False,False,False,False,False,False,sensitivity_non_trigger,68.63587355613708
mlp2_mnist,sgd,1042,1,12,99.0,203530,1.257476539702929,200,0.006156818941235542,0.024112635292112827,0.07130613178014755,0.2553357966225319,0.9950248756218906,0.5,-1.6607492679095472,-0.06514931283891201,0.0,False,False,False,False,False,False,0.011084852740168571,0.05354638770222664,0.16506528854370117,0.20701401561585847,1.0,0.0,-2.3987835348122495,-0.1539804358035326,0.0,False,False,False,False,False,False,sensitivity_non_trigger,69.88762497901917
mlp2_mnist,sgd,1042,1,16,90.0,203530,1.257476539702929,200,0.006145439110696316,0.022723009809851646,0.0756276473402977,0.2704500487326062,0.9850746268656716,1.5,-1.6786039752407027,-0.06948220822960138,0.0,False,False,False,False,False,False,0.011084852740168571,0.05383535474538803,0.22435975074768066,0.20590284567433423,1.0,0.0,-2.3511431386864454,-0.2132748980075121,0.0,False,False,False,False,False,False,sensitivity_non_trigger,67.27807545661926
