arch,optimizer,seed,rep,k_value,filtration_pct,d_full,kinematic_R,n_nulls_used,geo_Lobs,geo_null_med,geo_null_max,geo_TSR,geo_pperm,geo_pct,geo_zrob,geo_delta,geo_zero_frac,geo_null_collapsed,geo_zrob_collapsed,geo_fallback,geo_separation_flag,geo_formal_trigger,geo_nominal_trigger,euc_Lobs,euc_null_med,euc_null_max,euc_TSR,euc_pperm,euc_pct,euc_zrob,euc_delta,euc_zero_frac,euc_null_collapsed,euc_zrob_collapsed,euc_fallback,euc_separation_flag,euc_formal_trigger,euc_nominal_trigger,decision,elapsed_sec
mlp2_mnist,sgd_momentum,142,0,8,90.0,203530,1.3451950672776989,200,0.005271343979984522,0.021194678731262684,0.13948237895965576,0.24871072813009648,0.9701492537313433,3.0,-1.2465066536225096,-0.13421103497967124,0.0,False,False,False,False,False,False,0.009621388278901577,0.11533422023057938,0.6655271649360657,0.08342180022184924,1.0,0.0,-2.017922224220954,-0.6559057766571641,0.0,False,False,False,False,False,False,sensitivity_non_trigger,67.3577823638916
mlp2_mnist,sgd_momentum,142,0,8,95.0,203530,1.3451950672776989,200,0.005271343979984522,0.020002862438559532,0.14923952519893646,0.2635294821384873,0.9502487562189055,5.0,-1.0769692910147002,-0.14396818121895194,0.0,False,False,False,False,False,False,0.009621388278901577,0.10567814856767654,0.577584981918335,0.09104425474154643,1.0,0.0,-1.6791064338231123,-0.5679635936394334,0.0,False,False,False,False,False,False,sensitivity_non_trigger,68.68948030471802
mlp2_mnist,sgd_momentum,142,0,8,99.0,203530,1.3451950672776989,200,0.005271343979984522,0.020348168909549713,0.09872488677501678,0.25905741215129885,0.9303482587064676,7.0,-1.0823825413576706,-0.09345354279503226,0.005,False,False,False,False,False,False,0.009621388278901577,0.1103670485317707,0.4802473187446594,0.08717627595200889,1.0,0.0,-1.95324360288713,-0.47062593046575785,0.0,False,False,False,False,False,False,sensitivity_non_trigger,70.00840497016907
mlp2_mnist,sgd_momentum,142,0,10,90.0,203530,1.3451950672776989,200,0.005250514950603247,0.019810221157968044,0.15406063199043274,0.26504070340609753,0.9701492537313433,3.0,-1.2138621314339044,-0.1488101170398295,0.0,False,False,False,False,False,False,0.009621388278901577,0.10994189977645874,0.5776246786117554,0.08751338932997262,1.0,0.0,-1.6582197454054108,-0.5680032903328538,0.0,False,False,False,False,False,False,sensitivity_non_trigger,67.19369506835938
mlp2_mnist,sgd_momentum,142,0,10,95.0,203530,1.3451950672776989,200,0.005250514950603247,0.019837308675050735,0.14018571376800537,0.26467879470676936,0.9502487562189055,5.0,-1.1221878994630052,-0.13493519881740212,0.0,False,False,False,False,False,False,0.009621388278901577,0.11368659138679504,0.8903339691460133,0.0846308096799399,1.0,0.0,-1.8704330163705332,-0.8807125808671117,0.0,False,False,False,False,False,False,sensitivity_non_trigger,68.52015018463135
mlp2_mnist,sgd_momentum,142,0,10,99.0,203530,1.3451950672776989,200,0.005250514950603247,0.01993364840745926,0.13926567137241364,0.26339959665261686,0.9552238805970149,4.5,-1.2418562106336364,-0.1340151564218104,0.005,False,False,False,False,False,False,0.009621388278901577,0.11097298189997673,0.5775943398475647,0.08670027707723418,1.0,0.0,-2.1223937555820926,-0.5679729515686631,0.0,False,False,False,False,False,False,sensitivity_non_trigger,69.75817513465881
mlp2_mnist,sgd_momentum,142,0,12,90.0,203530,1.3451950672776989,200,0.005260728299617767,0.02333325892686844,0.1342960000038147,0.22546050321905678,0.9651741293532339,3.5,-1.1047436856413684,-0.12903527170419693,0.0,False,False,False,False,False,False,0.009621388278901577,0.12047676742076874,0.577594518661499,0.07986094319096998,1.0,0.0,-1.83153390993193,-0.5679731303825974,0.0,False,False,False,False,False,False,sensitivity_non_trigger,67.05769920349121
mlp2_mnist,sgd_momentum,142,0,12,95.0,203530,1.3451950672776989,200,0.005260728299617767,0.021606042981147766,0.1399628072977066,0.24348411710392798,0.9601990049751243,4.0,-1.2169771695097895,-0.13470207899808884,0.0,False,False,False,False,False,False,0.009621388278901577,0.11164051294326782,0.6655654907226562,0.08618187094594128,1.0,0.0,-1.9271101399760668,-0.6559441024437547,0.0,False,False,False,False,False,False,sensitivity_non_trigger,68.38869142532349
mlp2_mnist,sgd_momentum,142,0,12,99.0,203530,1.3451950672776989,200,0.005260728299617767,0.021660035476088524,0.1546821892261505,0.242877178349151,0.9800995024875622,2.0,-1.1913061384889516,-0.14942146092653275,0.0,False,False,False,False,False,False,0.009621388278901577,0.12095359712839127,0.6655822992324829,0.0795461111306099,1.0,0.0,-1.813760069806887,-0.6559609109535813,0.0,False,False,False,False,False,False,sensitivity_non_trigger,69.48199391365051
mlp2_mnist,sgd_momentum,142,0,16,90.0,203530,1.3451950672776989,200,0.005271343979984522,0.020947386510670185,0.14785674214363098,0.2516468570934974,0.9701492537313433,3.0,-1.241041198140942,-0.14258539816364646,0.0,False,False,False,False,False,False,0.009621388278901577,0.11034844815731049,0.6657283306121826,0.08719097041671425,1.0,0.0,-1.9233553260762368,-0.656106942333281,0.0,False,False,False,False,False,False,sensitivity_non_trigger,66.59023356437683
