drift_scale,amp_frac,amp_abs,block_size,n_nulls,is_formal_null,support_size,geodesic_k,geodesic_pct,Lobs_geo,obs_sentinel,sentinel_nulls,geo_Lobs,geo_null_med,geo_null_max,geo_TSR,geo_pperm,geo_pct,geo_zrob,geo_delta,geo_zero_frac,geo_null_collapsed,geo_zrob_collapsed,geo_fallback,geo_separation_flag,geo_formal_trigger,geo_nominal_trigger,median_pairwise
0.0,0.0001,0.00039926629333923843,10,50,False,4096,12,95.0,1.3199298363178968,False,0,1.3199298363178968,0.7732313424348831,1.5300526209175587,1.7070309542287423,0.058823529411764705,96.0,1.5767150999991502,-0.21012278459966183,0.0,False,False,False,False,False,False,3.992662933392384
0.0,0.0001,0.00039926629333923843,20,50,False,4096,12,95.0,1.3199298363178968,False,0,1.3199298363178968,0.894404012709856,1.3459215443581343,1.4757646629036372,0.058823529411764705,96.0,1.69709554497535,-0.025991708040237427,0.0,False,False,False,False,False,False,3.992662933392384
0.0,0.0003,0.001197798880017715,1,200,True,4096,12,95.0,1.31993006169796,False,0,1.31993006169796,0.27325835078954697,1.150605946779251,4.830337509830354,0.004975124378109453,100.0,7.063975902559625,0.1693241149187088,0.0,False,False,False,False,True,True,3.992662933392384
0.0,0.0003,0.001197798880017715,5,50,False,4096,12,95.0,1.31993006169796,False,0,1.31993006169796,0.5586362443864346,1.4481555260717869,2.362771973639685,0.0392156862745098,98.0,3.2594405194380576,-0.12822546437382698,0.0,False,False,False,False,True,True,3.992662933392384
0.0,0.0003,0.001197798880017715,10,50,False,4096,12,95.0,1.31993006169796,False,0,1.31993006169796,0.7732311561703682,1.5322209633886814,1.7070316569155797,0.058823529411764705,96.0,1.5767117413048353,-0.2122909016907215,0.0,False,False,False,False,False,False,3.992662933392384
0.0,0.0003,0.001197798880017715,20,50,False,4096,12,95.0,1.31993006169796,False,0,1.31993006169796,0.8944041263312101,1.3459255527704954,1.4757647274177443,0.058823529411764705,96.0,1.6967505512335843,-0.025995491072535515,0.0,False,False,False,False,False,False,3.992662933392384
0.0,0.001,0.003992662933392384,1,200,True,4096,12,95.0,1.3199300467967987,False,0,1.3199300467967987,0.2732534632086754,1.1506058424711227,4.830423853709688,0.004975124378109453,100.0,7.064157300480926,0.16932420432567596,0.0,False,False,False,False,True,True,3.992662933392384
0.0,0.001,0.003992662933392384,5,50,False,4096,12,95.0,1.3199300467967987,False,0,1.3199300467967987,0.5586367100477219,1.4481470808386803,2.3627699774361055,0.0392156862745098,98.0,3.2594133354394446,-0.12821703404188156,0.0,False,False,False,False,True,True,3.992662933392384
0.0,0.001,0.003992662933392384,10,50,False,4096,12,95.0,1.3199300467967987,False,0,1.3199300467967987,0.7732310816645622,1.529627189040184,1.7070318021278077,0.058823529411764705,96.0,1.576709577476894,-0.20969714224338531,0.0,False,False,False,False,False,False,3.992662933392384
0.0,0.001,0.003992662933392384,20,50,False,4096,12,95.0,1.3199300467967987,False,0,1.3199300467967987,0.8944038916379213,1.345919955521822,1.4757650980007877,0.058823529411764705,96.0,1.6967533894342695,-0.02598990872502327,0.0,False,False,False,False,False,False,3.992662933392384
0.0,0.003,0.011977988800177152,1,200,True,4096,12,95.0,1.3199299965053797,False,0,1.3199299965053797,0.2732572630047798,1.1506035327911377,4.830356499901931,0.004975124378109453,100.0,7.064244020281655,0.16932646371424198,0.0,False,False,False,False,True,True,3.992662933392384
0.0,0.003,0.011977988800177152,5,50,False,4096,12,95.0,1.3199299965053797,False,0,1.3199299965053797,0.5586365461349487,1.4481483288109303,2.3627705806847876,0.0392156862745098,98.0,3.259415209242299,-0.12821833230555058,0.0,False,False,False,False,True,True,3.992662933392384
0.0,0.003,0.011977988800177152,10,50,False,4096,12,95.0,1.3199299965053797,False,0,1.3199299965053797,0.7732312884181738,1.5296268351376057,1.7070312806455357,0.058823529411764705,96.0,1.576710305393828,-0.209696838632226,0.0,False,False,False,False,False,False,3.992662933392384
0.0,0.003,0.011977988800177152,20,50,False,4096,12,95.0,1.3199299965053797,False,0,1.3199299965053797,0.8944046292454004,1.3459120392799377,1.475763824721608,0.058823529411764705,96.0,1.6970882484100953,-0.025982042774558067,0.0,False,False,False,False,False,False,3.992662933392384
0.0,0.01,0.03992662933392384,1,200,True,4096,12,95.0,1.3199300449341536,False,0,1.3199300449341536,0.2732558250427246,1.1506070047616959,4.830382096055764,0.004975124378109453,100.0,7.064016007320593,0.1693230401724577,0.0,False,False,False,False,True,True,3.992662933392384
0.0,0.01,0.03992662933392384,5,50,False,4096,12,95.0,1.3199300449341536,False,0,1.3199300449341536,0.5586372837424278,1.4481518678367138,2.3627675476461287,0.0392156862745098,98.0,3.2594255925323847,-0.12822182290256023,0.0,False,False,False,False,True,True,3.992662933392384
0.0,0.01,0.03992662933392384,10,50,False,4096,12,95.0,1.3199300449341536,False,0,1.3199300449341536,0.7732315734028816,1.5296275429427624,1.7070307141282697,0.058823529411764705,96.0,1.5767143574156979,-0.20969749800860882,0.0,False,False,False,False,False,False,3.992662933392384
0.0,0.01,0.03992662933392384,20,50,False,4096,12,95.0,1.3199300449341536,False,0,1.3199300449341536,0.8944041319191456,1.3459206074476242,1.4757646994546756,0.058823529411764705,96.0,1.6967444085942067,-0.02599056251347065,0.0,False,False,False,False,False,False,3.992662933392384
