label,d_embed,n_cycles,decision,geo_Lobs,geo_null_med,geo_null_max,geo_TSR,geo_pperm,geo_pct,geo_zrob,geo_delta,geo_zero_frac,geo_null_collapsed,geo_zrob_collapsed,geo_fallback,geo_separation_flag,geo_formal_trigger,geo_nominal_trigger,geo_k_used_obs,geo_null_k_min,geo_null_k_median,geo_null_k_max,geo_null_k_near_complete_frac,kinematic_R
1-cycle d=2048,2048,1,synthetic_loop_detected,1.2896871902048588,1.2559956181794405,1.2678887099027634,1.026824593602665,0.004975124378109453,100.0,6.961096525205672,0.021798480302095413,0.0,False,False,False,False,True,True,12,12.0,12.0,12.0,0.0,194.45105312316923
4-cycle d=2048,2048,4,synthetic_loop_detected,1.2183058932423592,1.0015053786337376,1.1870225444436073,1.2164746383121439,0.004975124378109453,100.0,1.9223748913346013,0.03128334879875183,0.0,False,False,False,False,True,True,12,12.0,12.0,12.0,0.0,197.65882740357992
4-cycle d=203530,203530,4,synthetic_loop_detected,1.2367874681949615,1.002021599560976,1.1854462251067162,1.2342922235764289,0.004975124378109453,100.0,2.139698195071602,0.05134124308824539,0.0,False,False,False,False,True,True,12,12.0,12.0,12.0,0.0,198.97035782024352
random_walk_d2048,2048,0,random_walk_non_trigger,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,True,True,False,False,False,False,12,12.0,12.0,12.0,0.0,14.132682315507067
