dataset,kendall_tau_formal_freq,tau_formal_freq_p,kendall_tau_TSR,tau_TSR_p,flip_rate,mean_zrob,mean_TSR,max_TSR,min_pperm,n_formal_positive,n_total,formal_fire_rate,source_csv,pperm_normalized,raw_pperm_trigger,block_size_normalized,is_block_diagnostic,block_null_diagnostic,formal_trigger_normalized,source_formal_trigger_raw,source_formal_trigger_mismatch,k,fire_rate,mean_Lobs,max_pperm,radius,k_used,seed,N,SUBSAMPLE,N_NULLS,NOISE,GEODESIC_MAX_K,GEODESIC_PCT,ALPHA,DELTA_MIN,LOBS_MULT,Lobs,null_med,null_max,TSR,pperm,pct,zrob,delta,zero_frac,null_collapsed,zrob_collapsed,fallback,separation_flag,formal_trigger,nominal_trigger,lambda_val,geo_Lobs,geo_null_med,geo_null_max,geo_TSR,geo_pperm,geo_zrob,geo_delta,geo_zero_frac,geo_fallback,geo_separation_flag,geo_formal_trigger,geo_nominal_trigger,proj_Lobs,proj_null_med,proj_null_max,proj_TSR,proj_pperm,proj_zrob,proj_delta,proj_zero_frac,proj_fallback,proj_separation_flag,proj_formal_trigger,proj_nominal_trigger,N_SAMPLES,TOTAL_PROJECTIONS,GEODESIC_K,spearman_proj_TSR_vs_lambda,spearman_p,any_geo_formal_trigger,max_geo_TSR,experiment,RNG_SEED,D_IN,D_OUT,NUM_STEPS,NUM_CYCLES,LR,MOMENTUM,BATCH_SIZE,TARGET_RADIUS,DRIFT_SCALE,TARGET_NOISE,k_obs,null_k_min,null_k_median,null_k_max,scenario,decision,amb_euc_Lobs,amb_euc_null_med,amb_euc_null_max,amb_euc_TSR,amb_euc_pperm,amb_euc_pct,amb_euc_zrob,amb_euc_delta,amb_euc_zero_frac,amb_euc_null_collapsed,amb_euc_zrob_collapsed,amb_euc_fallback,amb_euc_separation_flag,amb_euc_formal_trigger,amb_euc_nominal_trigger,amb_geo_Lobs,amb_geo_null_med,amb_geo_null_max,amb_geo_TSR,amb_geo_pperm,amb_geo_pct,amb_geo_zrob,amb_geo_delta,amb_geo_zero_frac,amb_geo_null_collapsed,amb_geo_zrob_collapsed,amb_geo_fallback,amb_geo_separation_flag,amb_geo_formal_trigger,amb_geo_nominal_trigger,proj_pct,proj_null_collapsed,proj_zrob_collapsed,type,k_init,n_adjacent_transitions,n_flips,k_sequence,decision_sequence,expected_beta1,n_sig_bars,bar_check,expected_decision,correct,geo_pnull,geo_null_type,geo_pct,geo_null_collapsed,geo_zrob_collapsed,BAR_THRESH,elapsed_s,Scenario,Budget,method,publication_config,NOISE_LEVEL,raw_Lobs,raw_null_med,raw_null_max,raw_TSR,raw_pperm,raw_pct,raw_zrob,raw_delta,raw_zero_frac,raw_null_collapsed,raw_zrob_collapsed,raw_fallback,raw_separation_flag,raw_formal_trigger,raw_nominal_trigger,dpca_Lobs,dpca_null_med,dpca_null_max,dpca_TSR,dpca_pperm,dpca_pct,dpca_zrob,dpca_delta,dpca_zero_frac,dpca_null_collapsed,dpca_zrob_collapsed,dpca_fallback,dpca_separation_flag,dpca_formal_trigger,dpca_nominal_trigger,dtime_Lobs,dtime_null_med,dtime_null_max,dtime_TSR,dtime_pperm,dtime_pct,dtime_zrob,dtime_delta,dtime_zero_frac,dtime_null_collapsed,dtime_zrob_collapsed,dtime_fallback,dtime_separation_flag,dtime_formal_trigger,dtime_nominal_trigger,drift_scale,amp_frac,amp_abs,block_size,n_nulls,is_formal_null,support_size,geodesic_k,geodesic_pct,Lobs_geo,obs_sentinel,sentinel_nulls,median_pairwise,euc_formal_trigger,expected_euc_formal_trigger,expected_geo_formal_trigger,euc_Lobs,euc_null_med,euc_null_max,euc_TSR,euc_pperm,euc_pct,euc_zrob,euc_delta,euc_zero_frac,euc_null_collapsed,euc_zrob_collapsed,euc_fallback,euc_separation_flag,euc_nominal_trigger,pca_formal_trigger,expected_pca_formal_trigger,pca_var_pc1,pca_var_pc2,pca_Lobs,pca_null_med,pca_null_max,pca_TSR,pca_pperm,pca_pct,pca_zrob,pca_delta,pca_zero_frac,pca_null_collapsed,pca_zrob_collapsed,pca_fallback,pca_separation_flag,pca_nominal_trigger,param,n_positive
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,10.0,,,,,10.0,500.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0030773989856243,0.07670777477324,0.3085447177290916,0.0401184755349957,1.0,0.0,-2.0491580790246298,-0.3054673187434673,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,10.0,,,,,10.0,600.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0027763387188315,0.0872842296957969,0.2896149903535843,0.0318080222335217,1.0,0.0,-2.146244679177564,-0.2868386516347527,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,12.0,,,,,12.0,100.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0034077297896146,0.0845230482518673,0.2860296294093132,0.040317166264754,1.0,0.0,-2.06835547475179,-0.2826218996196985,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,12.0,,,,,12.0,200.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0032613109797239,0.0917669031769037,0.3364453539252281,0.0355390763639631,1.0,0.0,-2.02404537931857,-0.3331840429455042,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,12.0,,,,,12.0,300.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0030374890193343,0.0778904799371957,0.332109272480011,0.0389969226244913,1.0,0.0,-2.379922883984921,-0.3290717834606766,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,12.0,,,,,12.0,400.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0022730911150574,0.0833786036819219,0.3450114503502846,0.0272622833035407,1.0,0.0,-2.228560209287977,-0.3427383592352271,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,12.0,,,,,12.0,500.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0031105987727642,0.0739819575101137,0.2958044037222862,0.0420453699443803,1.0,0.0,-2.144819367713431,-0.292693804949522,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,12.0,,,,,12.0,600.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0027933176606893,0.0792484730482101,0.2797084674239158,0.0352475896785394,1.0,0.0,-2.282407645539473,-0.2769151497632265,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,14.0,,,,,14.0,100.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0034249611198902,0.0801836214959621,0.4118756502866745,0.0427139739506524,1.0,0.0,-1.848235505899148,-0.4084506891667843,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,14.0,,,,,14.0,200.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0032857097685337,0.0866742394864559,0.3162785172462463,0.0379087233757526,1.0,0.0,-2.067574608910625,-0.3129928074777126,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,14.0,,,,,14.0,300.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0030616158619523,0.0782242752611637,0.2999569624662399,0.0391389482573215,1.0,0.0,-2.253334303922796,-0.2968953466042876,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,14.0,,,,,14.0,400.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0022922605276107,0.0788838155567646,0.3436494693160057,0.0290586923490308,1.0,0.0,-2.001847342080114,-0.3413572087883949,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,14.0,,,,,14.0,500.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0031251832842826,0.0725593138486146,0.2914205566048622,0.0430707392128857,1.0,0.0,-2.360745269842352,-0.2882953733205795,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,14.0,,,,,14.0,600.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0028089880943298,0.0772493742406368,0.2586661726236343,0.0363625999809822,1.0,0.0,-2.290842923825097,-0.2558571845293045,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,16.0,,,,,16.0,100.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0034358371049165,0.0772096216678619,0.2901165187358856,0.044500115797125,1.0,0.0,-1.8324434135679173,-0.286680681630969,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,16.0,,,,,16.0,200.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0033050067722797,0.0844713896512985,0.29832374304533,0.0391257535348219,1.0,0.0,-1.943104794510176,-0.2950187362730503,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,16.0,,,,,16.0,300.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0030712401494383,0.0798803381621837,0.2841165214776993,0.0384480113637512,1.0,0.0,-1.9919311877724064,-0.2810452813282609,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,16.0,,,,,16.0,400.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0023025162518024,0.0769035555422306,0.5012725442647934,0.0299403094634305,1.0,0.0,-1.916993537899832,-0.4989700280129909,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,16.0,,,,,16.0,500.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0031336992979049,0.0686297975480556,0.2785495594143867,0.0456609142066176,1.0,0.0,-1.882030199262422,-0.2754158601164818,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,16.0,,,,,16.0,600.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0028185853734612,0.0760488044470548,0.2737751603126526,0.0370628492310682,1.0,0.0,-1.9649257233881867,-0.2709565749391913,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,20.0,,,,,20.0,100.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0034595802426338,0.071880554780364,0.2951205372810364,0.0481295706906641,1.0,0.0,-1.685564800263419,-0.2916609570384025,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,20.0,,,,,20.0,200.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0033238474279642,0.0765405017882585,0.2976369857788086,0.0434259947382611,1.0,0.0,-1.6172452618243862,-0.2943131383508444,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,20.0,,,,,20.0,300.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0030895704403519,0.0738057270646095,0.2604418247938156,0.0418608496005397,1.0,0.0,-1.9401069448596229,-0.2573522543534636,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,20.0,,,,,20.0,400.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.00232236366719,0.0732415467500686,0.4603690356016159,0.0317082826648003,1.0,0.0,-1.6144650162230678,-0.4580466719344258,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,20.0,,,,,20.0,500.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0031569916754961,0.064174685627222,0.273488312959671,0.0491937224871695,1.0,0.0,-1.5136889222847647,-0.2703313212841749,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p10_r2,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,20.0,,,,,20.0,600.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.00284153688699,0.0692729242146015,0.275581806898117,0.0410194447421652,1.0,0.0,-1.7046966107876216,-0.272740270011127,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p25_r3,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,6.0,,,,,6.0,100.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0004075514152646,0.022226951085031,0.0789853334426879,0.0183359118255647,1.0,0.0,-2.622965731712468,-0.0785777820274233,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p25_r3,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,6.0,,,,,6.0,200.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0021037124097347,0.0220022834837436,0.0664242021739482,0.0956133671849758,1.0,0.0,-2.634251082480056,-0.0643204897642135,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p25_r3,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,6.0,,,,,6.0,300.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.000743213109672,0.0220263209193944,0.0751825608313083,0.0337420449088216,1.0,0.0,-2.3222487645668197,-0.0744393477216363,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helix_p25_r3,,,,,,,,,,,,,results/k_sensitivity_transition/raw_results.csv,1.0,False,,False,False,False,False,False,6.0,,,,,6.0,400.0,,600.0,200.0,,50.0,95.0,0.05,0.001,5.0,0.0009897984564304,0.021743394434452,0.0905618146061897,0.0455218001664263,1.0,0.0,-2.934633180905124,-0.0895720161497592,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helix,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
