dataset,kendall_tau_formal_freq,tau_formal_freq_p,kendall_tau_TSR,tau_TSR_p,flip_rate,mean_zrob,mean_TSR,max_TSR,min_pperm,n_formal_positive,n_total,formal_fire_rate,source_csv,pperm_normalized,raw_pperm_trigger,block_size_normalized,is_block_diagnostic,block_null_diagnostic,formal_trigger_normalized,source_formal_trigger_raw,source_formal_trigger_mismatch,k,fire_rate,mean_Lobs,max_pperm,radius,k_used,seed,N,SUBSAMPLE,N_NULLS,NOISE,GEODESIC_MAX_K,GEODESIC_PCT,ALPHA,DELTA_MIN,LOBS_MULT,Lobs,null_med,null_max,TSR,pperm,pct,zrob,delta,zero_frac,null_collapsed,zrob_collapsed,fallback,separation_flag,formal_trigger,nominal_trigger,lambda_val,geo_Lobs,geo_null_med,geo_null_max,geo_TSR,geo_pperm,geo_zrob,geo_delta,geo_zero_frac,geo_fallback,geo_separation_flag,geo_formal_trigger,geo_nominal_trigger,proj_Lobs,proj_null_med,proj_null_max,proj_TSR,proj_pperm,proj_zrob,proj_delta,proj_zero_frac,proj_fallback,proj_separation_flag,proj_formal_trigger,proj_nominal_trigger,N_SAMPLES,TOTAL_PROJECTIONS,GEODESIC_K,spearman_proj_TSR_vs_lambda,spearman_p,any_geo_formal_trigger,max_geo_TSR,experiment,RNG_SEED,D_IN,D_OUT,NUM_STEPS,NUM_CYCLES,LR,MOMENTUM,BATCH_SIZE,TARGET_RADIUS,DRIFT_SCALE,TARGET_NOISE,k_obs,null_k_min,null_k_median,null_k_max,scenario,decision,amb_euc_Lobs,amb_euc_null_med,amb_euc_null_max,amb_euc_TSR,amb_euc_pperm,amb_euc_pct,amb_euc_zrob,amb_euc_delta,amb_euc_zero_frac,amb_euc_null_collapsed,amb_euc_zrob_collapsed,amb_euc_fallback,amb_euc_separation_flag,amb_euc_formal_trigger,amb_euc_nominal_trigger,amb_geo_Lobs,amb_geo_null_med,amb_geo_null_max,amb_geo_TSR,amb_geo_pperm,amb_geo_pct,amb_geo_zrob,amb_geo_delta,amb_geo_zero_frac,amb_geo_null_collapsed,amb_geo_zrob_collapsed,amb_geo_fallback,amb_geo_separation_flag,amb_geo_formal_trigger,amb_geo_nominal_trigger,proj_pct,proj_null_collapsed,proj_zrob_collapsed,type,k_init,n_adjacent_transitions,n_flips,k_sequence,decision_sequence,expected_beta1,n_sig_bars,bar_check,expected_decision,correct,geo_pnull,geo_null_type,geo_pct,geo_null_collapsed,geo_zrob_collapsed,BAR_THRESH,elapsed_s,Scenario,Budget,method,publication_config,NOISE_LEVEL,raw_Lobs,raw_null_med,raw_null_max,raw_TSR,raw_pperm,raw_pct,raw_zrob,raw_delta,raw_zero_frac,raw_null_collapsed,raw_zrob_collapsed,raw_fallback,raw_separation_flag,raw_formal_trigger,raw_nominal_trigger,dpca_Lobs,dpca_null_med,dpca_null_max,dpca_TSR,dpca_pperm,dpca_pct,dpca_zrob,dpca_delta,dpca_zero_frac,dpca_null_collapsed,dpca_zrob_collapsed,dpca_fallback,dpca_separation_flag,dpca_formal_trigger,dpca_nominal_trigger,dtime_Lobs,dtime_null_med,dtime_null_max,dtime_TSR,dtime_pperm,dtime_pct,dtime_zrob,dtime_delta,dtime_zero_frac,dtime_null_collapsed,dtime_zrob_collapsed,dtime_fallback,dtime_separation_flag,dtime_formal_trigger,dtime_nominal_trigger,drift_scale,amp_frac,amp_abs,block_size,n_nulls,is_formal_null,support_size,geodesic_k,geodesic_pct,Lobs_geo,obs_sentinel,sentinel_nulls,median_pairwise,euc_formal_trigger,expected_euc_formal_trigger,expected_geo_formal_trigger,euc_Lobs,euc_null_med,euc_null_max,euc_TSR,euc_pperm,euc_pct,euc_zrob,euc_delta,euc_zero_frac,euc_null_collapsed,euc_zrob_collapsed,euc_fallback,euc_separation_flag,euc_nominal_trigger,pca_formal_trigger,expected_pca_formal_trigger,pca_var_pc1,pca_var_pc2,pca_Lobs,pca_null_med,pca_null_max,pca_TSR,pca_pperm,pca_pct,pca_zrob,pca_delta,pca_zero_frac,pca_null_collapsed,pca_zrob_collapsed,pca_fallback,pca_separation_flag,pca_nominal_trigger,param,n_positive
circle_r3_noise01,,,,,,0.9788776049600656,1.4191876367399696,,0.0099502487562189,,,,results/circle_noise_robustness/per_k_summary.csv,,,,False,False,False,,False,8.0,0.75,0.9565610578283668,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circle_r3_noise01,,,,,,2.494428604496185,2.007021781982901,,0.0099502487562189,,,,results/circle_noise_robustness/per_k_summary.csv,,,,False,False,False,,False,10.0,1.0,1.2713347719982266,0.0149253731343283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circle_r3_noise01,,,,,,2.6569451490514937,2.1600648266807325,,0.0049751243781094,,,,results/circle_noise_robustness/per_k_summary.csv,,,,False,False,False,,False,12.0,1.0,1.2676555272191763,0.0149253731343283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circle_r3_noise01,,,,,,2.77657838873047,2.2870188850753945,,0.0049751243781094,,,,results/circle_noise_robustness/per_k_summary.csv,,,,False,False,False,,False,14.0,1.0,1.2684481805190444,0.0199004975124378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circle_r3_noise01,,,,,,2.794980545115437,2.2971797725477634,,0.0049751243781094,,,,results/circle_noise_robustness/per_k_summary.csv,,,,False,False,False,,False,16.0,1.0,1.268686036579311,0.0149253731343283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circle_r3_noise01,,,,,,3.0281975594255317,2.4743117095878406,,0.0049751243781094,,,,results/circle_noise_robustness/per_k_summary.csv,,,,False,False,False,,False,20.0,1.0,1.2663287706673143,0.0149253731343283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circle_r2_noise01,,,,,,,,,,,,,results/circle_noise_robustness/raw_results.csv,0.0199004975124378,True,,False,False,True,True,False,6.0,,,,2.0,6.0,101.0,1200.0,600.0,200.0,0.1,50.0,95.0,0.05,0.001,5.0,1.235045112669468,0.6796178594231606,1.776605412364006,1.8172640632427173,0.0199004975124378,98.5,1.979407574520123,-0.5415602996945381,0.0,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circle_r2_noise01,,,,,,,,,,,,,results/circle_noise_robustness/raw_results.csv,1.0,False,,False,False,False,False,False,6.0,,,,2.0,6.0,202.0,1200.0,600.0,200.0,0.1,50.0,95.0,0.05,0.001,5.0,0.0471845492720603,0.6515903100371361,1.5328339710831642,0.0724144428564304,1.0,0.0,-2.273655936312392,-1.4856494218111038,0.0,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circle_r2_noise01,,,,,,,,,,,,,results/circle_noise_robustness/raw_results.csv,0.0049751243781094,True,,False,False,True,True,False,6.0,,,,2.0,6.0,303.0,1200.0,600.0,200.0,0.1,50.0,95.0,0.05,0.001,5.0,1.248697865754366,0.7047068364918232,1.2194695994257927,1.7719394804921589,0.0049751243781094,100.0,1.981513123528581,0.0292282663285732,0.0,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circle_r2_noise01,,,,,,,,,,,,,results/circle_noise_robustness/raw_results.csv,0.0248756218905472,True,,False,False,True,True,False,6.0,,,,2.0,6.0,404.0,1200.0,600.0,200.0,0.1,50.0,95.0,0.05,0.001,5.0,1.2459425032138824,0.6340004093945026,1.7449471801519394,1.965207726603592,0.0248756218905472,98.0,2.5655099136632136,-0.4990046769380569,0.0,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circle_r2_noise01,,,,,,,,,,,,,results/circle_noise_robustness/raw_results.csv,0.0199004975124378,True,,False,False,True,True,False,8.0,,,,2.0,8.0,101.0,1200.0,600.0,200.0,0.1,50.0,95.0,0.05,0.001,5.0,1.235547013580799,0.6802240014076233,1.4080175012350082,1.8163825607773327,0.0199004975124378,98.5,1.9884472555924184,-0.1724704876542091,0.0,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circle_r2_noise01,,,,,,,,,,,,,results/circle_noise_robustness/raw_results.csv,0.0099502487562189,True,,False,False,True,True,False,8.0,,,,2.0,8.0,202.0,1200.0,600.0,200.0,0.1,50.0,95.0,0.05,0.001,5.0,1.248562440276146,0.724499549716711,1.6381652802228928,1.723344673937516,0.0099502487562189,99.5,1.7584197497526772,-0.3896028399467468,0.0,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circle_r2_noise01,,,,,,,,,,,,,results/circle_noise_robustness/raw_results.csv,0.0149253731343283,True,,False,False,True,True,False,8.0,,,,2.0,8.0,303.0,1200.0,600.0,200.0,0.1,50.0,95.0,0.05,0.001,5.0,1.248603817075491,0.6367882490158081,1.3212388753890991,1.9607833828644248,0.0149253731343283,99.0,2.168142110968766,-0.0726350583136081,0.0,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circle_r2_noise01,,,,,,,,,,,,,results/circle_noise_robustness/raw_results.csv,0.0248756218905472,True,,False,False,True,True,False,8.0,,,,2.0,8.0,404.0,1200.0,600.0,200.0,0.1,50.0,95.0,0.05,0.001,5.0,1.2485608085989952,0.6524189934134483,1.3998570889234545,1.913740742072248,0.0248756218905472,98.0,2.3244296096788823,-0.151296280324459,0.0,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circle_r2_noise01,,,,,,,,,,,,,results/circle_noise_robustness/raw_results.csv,0.0248756218905472,True,,False,False,True,True,False,10.0,,,,2.0,10.0,101.0,1200.0,600.0,200.0,0.1,50.0,95.0,0.05,0.001,5.0,1.2496593743562698,0.6129439137876034,1.4298076182603836,2.03878258066408,0.0248756218905472,98.0,2.601130866153989,-0.1801482439041137,0.0,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circle_r2_noise01,,,,,,,,,,,,,results/circle_noise_robustness/raw_results.csv,0.0099502487562189,True,,False,False,True,True,False,10.0,,,,2.0,10.0,202.0,1200.0,600.0,200.0,0.1,50.0,95.0,0.05,0.001,5.0,1.2579982727766037,0.6367770917713642,1.4080185890197754,1.9755708693526848,0.0099502487562189,99.5,2.044978734980288,-0.1500203162431717,0.0,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circle_r2_noise01,,,,,,,,,,,,,results/circle_noise_robustness/raw_results.csv,0.0149253731343283,True,,False,False,True,True,False,10.0,,,,2.0,10.0,303.0,1200.0,600.0,200.0,0.1,50.0,95.0,0.05,0.001,5.0,1.2418281883001328,0.6241739988327026,1.3807392418384552,1.9895545002203632,0.0149253731343283,99.0,2.60797916514672,-0.1389110535383224,0.0,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
