relative_path,sha256,size_bytes
figures/fig1_motivation.pdf,65b8e62c8aef225b3fc27b46ba27627c0cbc585c3b00ee77e9a4fc45f96669f7,62650
figures/fig1_motivation.png,58d7d8cdd4effc6095a4ef9244702dadeaf9d9daf63bff93d48d16b14cb0adff,348443
figures/fig1_motivation_stats.csv,f07c4177526eee51ca50292a36e6c22bedbc5bc3f9fd878f6819c84acd4330d8,578
