relative_path,sha256,size_bytes
tables/all_results_normalized.csv,35d5352a1a6d1576f9363ae767d97910e5ebf6695b668e2764892eace9334f99,5834990
tables/release_csv_inventory.csv,f13f93d38cc0544c088076f1feb227ba4ab38440b10034db0e9f938d78f10bb9,102857
tables/trigger_summary.csv,dfa198cddfff8e04b2ffe5b06f940c0df75682d71ec3ef0721c67c1be556b788,271435
