dataset,type,k,N_SAMPLES,SUBSAMPLE,N_NULLS,GEODESIC_MAX_K,GEODESIC_PCT,ALPHA,DELTA_MIN,LOBS_MULT,Lobs,null_med,null_max,TSR,pperm,pct,zrob,delta,zero_frac,null_collapsed,zrob_collapsed,fallback,separation_flag,formal_trigger,nominal_trigger,k_init,k_used,seed
circle_r1_n005,circle,12,1200,600,200,50,95.0,0.05,0.001,5.0,1.262008037418127,0.5550969541072845,1.3196992129087448,2.2734911947867458,0.009950248756218905,99.5,2.9449862884104565,-0.05769117549061775,0.0,False,False,False,False,True,True,12,12,300
circle_r1_n005,circle,12,1200,600,200,50,95.0,0.05,0.001,5.0,1.2448892071843147,0.639382041990757,1.2807352989912033,1.9470193490363372,0.009950248756218905,99.5,2.470154691260124,-0.03584609180688858,0.0,False,False,False,False,True,True,12,12,400
circle_r1_n005,circle,12,1200,600,200,50,95.0,0.05,0.001,5.0,1.2438356503844261,0.5925215929746628,1.4293744713068008,2.099224171962819,0.009950248756218905,99.5,2.792730540770531,-0.18553882092237473,0.0,False,False,False,False,True,True,12,12,500
circle_r1_n005,circle,12,1200,600,200,50,95.0,0.05,0.001,5.0,1.2455595545470715,0.6042025350034237,1.2718128710985184,2.061493427097177,0.014925373134328358,99.0,2.466505483427542,-0.026253316551446915,0.0,False,False,False,False,True,True,12,12,600
circle_r1_n005,circle,14,1200,600,200,50,95.0,0.05,0.001,5.0,1.2561281956732273,0.5512652918696404,1.4821535795927048,2.2786273944632627,0.014925373134328358,99.0,2.8385168218517265,-0.22602538391947746,0.0,False,False,False,False,True,True,14,14,100
circle_r1_n005,circle,14,1200,600,200,50,95.0,0.05,0.001,5.0,1.2432791106402874,0.5693316794931889,1.1962951347231865,2.183751854006883,0.004975124378109453,100.0,2.428686840445851,0.046983975917100906,0.0,False,False,False,False,True,True,14,14,200
circle_r1_n005,circle,14,1200,600,200,50,95.0,0.05,0.001,5.0,1.257973849773407,0.5371243320405483,1.319435492157936,2.342053365916215,0.009950248756218905,99.5,3.21447079914795,-0.061461642384529114,0.0,False,False,False,False,True,True,14,14,300
circle_r1_n005,circle,14,1200,600,200,50,95.0,0.05,0.001,5.0,1.2425388544797897,0.6069160401821136,1.2281949520111084,2.0472994157559277,0.004975124378109453,100.0,2.573218372572769,0.014343902468681335,0.0,False,False,False,False,True,True,14,14,400
circle_r1_n005,circle,14,1200,600,200,50,95.0,0.05,0.001,5.0,1.2408379726111889,0.5825578197836876,1.4352069199085236,2.12998251927989,0.009950248756218905,99.5,3.0015278327067123,-0.19436894729733467,0.0,False,False,False,False,True,True,14,14,500
circle_r1_n005,circle,14,1200,600,200,50,95.0,0.05,0.001,5.0,1.247583232820034,0.5834432989358902,1.2721622958779335,2.138311015129137,0.014925373134328358,99.0,2.8113642464562263,-0.024579063057899475,0.0,False,False,False,False,True,True,14,14,600
circle_r1_n005,circle,16,1200,600,200,50,95.0,0.05,0.001,5.0,1.2512624338269234,0.5095340088009834,1.4863379001617432,2.4556995454903827,0.014925373134328358,99.0,3.1830552534320944,-0.2350754663348198,0.0,False,False,False,False,True,True,16,16,100
circle_r1_n005,circle,16,1200,600,200,50,95.0,0.05,0.001,5.0,1.2431892864406109,0.5578276962041855,1.2009158730506897,2.228625962636551,0.004975124378109453,100.0,2.5202729104044015,0.04227341338992119,0.0,False,False,False,False,True,True,16,16,200
circle_r1_n005,circle,16,1200,600,200,50,95.0,0.05,0.001,5.0,1.2596144415438175,0.5236996784806252,1.3178740590810776,2.4052228658910915,0.009950248756218905,99.5,3.041159076627012,-0.058259617537260056,0.0,False,False,False,False,True,True,16,16,300
circle_r1_n005,circle,16,1200,600,200,50,95.0,0.05,0.001,5.0,1.24225739762187,0.5769715160131454,1.205369845032692,2.1530653821590287,0.004975124378109453,100.0,2.647326199540527,0.036887552589178085,0.0,False,False,False,False,True,True,16,16,400
circle_r1_n005,circle,16,1200,600,200,50,95.0,0.05,0.001,5.0,1.239042952656746,0.5551295354962349,1.4275887608528137,2.2319888844446427,0.009950248756218905,99.5,3.164178125289127,-0.1885458081960678,0.0,False,False,False,False,True,True,16,16,500
circle_r1_n005,circle,16,1200,600,200,50,95.0,0.05,0.001,5.0,1.2480929121375084,0.5718080624938011,1.1962708532810211,2.182713036070309,0.004975124378109453,100.0,2.8642962561505656,0.051822058856487274,0.0,False,False,False,False,True,True,16,16,600
circle_r1_n005,circle,20,1200,600,200,50,95.0,0.05,0.001,5.0,1.2525425963103771,0.48987073451280594,1.461228370666504,2.556883904390653,0.009950248756218905,99.5,3.2703860883615934,-0.20868577435612679,0.0,False,False,False,False,True,True,20,20,100
circle_r1_n005,circle,20,1200,600,200,50,95.0,0.05,0.001,5.0,1.241069458425045,0.4907805845141411,1.1886876374483109,2.5287664133069567,0.004975124378109453,100.0,2.9784676446666887,0.05238182097673416,0.0,False,False,False,False,True,True,20,20,200
circle_r1_n005,circle,20,1200,600,200,50,95.0,0.05,0.001,5.0,1.2540803290903568,0.48738115280866623,1.2957186847925186,2.5730997636260766,0.009950248756218905,99.5,3.5139022073850223,-0.04163835570216179,0.0,False,False,False,False,True,True,20,20,300
circle_r1_n005,circle,20,1200,600,200,50,95.0,0.05,0.001,5.0,1.2439533397555351,0.5400617867708206,1.2033293694257736,2.3033537462281384,0.004975124378109453,100.0,2.9803300270554907,0.040623970329761505,0.0,False,False,False,False,True,True,20,20,400
circle_r1_n005,circle,20,1200,600,200,50,95.0,0.05,0.001,5.0,1.2394144088029861,0.4989374801516533,1.2507350593805313,2.4841076449573984,0.009950248756218905,99.5,3.6507341043873827,-0.011320650577545166,0.0,False,False,False,False,True,True,20,20,500
circle_r1_n005,circle,20,1200,600,200,50,95.0,0.05,0.001,5.0,1.243977077305317,0.5190316960215569,1.1971357315778732,2.396726610028175,0.004975124378109453,100.0,3.311733406048148,0.046841345727443695,0.0,False,False,False,False,True,True,20,20,600
circle_r2_n01,circle,6,1200,600,200,50,95.0,0.05,0.001,5.0,1.2552550993859768,0.6380776949226856,1.4566852748394012,1.9672449129194305,0.01990049751243781,98.5,2.4107568149719363,-0.20143017545342445,0.0,False,False,False,False,True,True,6,6,100
circle_r2_n01,circle,6,1200,600,200,50,95.0,0.05,0.001,5.0,1.2461926154792309,0.624707106500864,1.3458481654524803,1.9948430272507434,0.01990049751243781,98.5,2.1704544845420255,-0.09965554997324944,0.0,False,False,False,False,True,True,6,6,200
circle_r2_n01,circle,6,1200,600,200,50,95.0,0.05,0.001,5.0,1.2571371830999851,0.6415167227387428,1.3325483947992325,1.9596327555283288,0.01990049751243781,98.5,2.461482857688873,-0.07541121169924736,0.0,False,False,False,False,True,True,6,6,300
circle_r2_n01,circle,6,1200,600,200,50,95.0,0.05,0.001,5.0,1.2471206337213516,0.7099772244691849,1.2807352989912033,1.7565642822584993,0.01990049751243781,98.5,1.8693084655309846,-0.033614665269851685,0.0,False,False,False,False,True,True,6,6,400
circle_r2_n01,circle,6,1200,600,200,50,95.0,0.05,0.001,5.0,1.2387979477643967,0.6325044706463814,1.491787075996399,1.95855998693015,0.014925373134328358,99.0,2.232827683684553,-0.25298912823200226,0.0,False,False,False,False,True,True,6,6,500
circle_r2_n01,circle,6,1200,600,200,50,95.0,0.05,0.001,5.0,1.2411309480667114,0.6708665080368519,1.3743739277124405,1.8500416002235185,0.01990049751243781,98.5,2.078773358868582,-0.13324297964572906,0.0,False,False,False,False,True,True,6,6,600
circle_r2_n01,circle,8,1200,600,200,50,95.0,0.05,0.001,5.0,1.256683874875307,0.6715825647115707,1.4567242562770844,1.8712276656752587,0.014925373134328358,99.0,2.270368464841274,-0.20004038140177727,0.0,False,False,False,False,True,True,8,8,100
circle_r2_n01,circle,8,1200,600,200,50,95.0,0.05,0.001,5.0,1.2444457300007343,0.673105102032423,1.3586989343166351,1.8488133966617022,0.014925373134328358,99.0,1.927116480778022,-0.1142532043159008,0.0,False,False,False,False,True,True,8,8,200
circle_r2_n01,circle,8,1200,600,200,50,95.0,0.05,0.001,5.0,1.2605549730360508,0.6164427883923054,1.2884707152843475,2.0448855867412408,0.014925373134328358,99.0,2.5932778677776995,-0.027915742248296738,0.0,False,False,False,False,True,True,8,8,300
circle_r2_n01,circle,8,1200,600,200,50,95.0,0.05,0.001,5.0,1.2428590208292007,0.6885987967252731,1.3187627345323563,1.8049102419841334,0.009950248756218905,99.5,2.051276785621344,-0.07590371370315552,0.0,False,False,False,False,True,True,8,8,400
circle_r2_n01,circle,8,1200,600,200,50,95.0,0.05,0.001,5.0,1.2392065599560738,0.6519188918173313,1.4143721908330917,1.9008600233990467,0.009950248756218905,99.5,2.177993234990715,-0.17516563087701797,0.0,False,False,False,False,True,True,8,8,500
circle_r2_n01,circle,8,1200,600,200,50,95.0,0.05,0.001,5.0,1.244391918182373,0.6356588378548622,1.3824055641889572,1.9576411812031522,0.014925373134328358,99.0,2.601256719153623,-0.13801364600658417,0.0,False,False,False,False,True,True,8,8,600
circle_r2_n01,circle,10,1200,600,200,50,95.0,0.05,0.001,5.0,1.2552461065351963,0.6092946492135525,1.4616501778364182,2.060162694934784,0.01990049751243781,98.5,2.6460214365694954,-0.20640407130122185,0.0,False,False,False,False,True,True,10,10,100
circle_r2_n01,circle,10,1200,600,200,50,95.0,0.05,0.001,5.0,1.2471967823803425,0.6275103390216827,1.297503650188446,1.9875318458063842,0.009950248756218905,99.5,2.225227225100948,-0.05030686780810356,0.0,False,False,False,False,True,True,10,10,200
circle_r2_n01,circle,10,1200,600,200,50,95.0,0.05,0.001,5.0,1.2614110745489597,0.597837895154953,1.2797206938266754,2.1099550309033286,0.014925373134328358,99.0,2.6625528247473143,-0.018309619277715683,0.0,False,False,False,False,True,True,10,10,300
circle_r2_n01,circle,10,1200,600,200,50,95.0,0.05,0.001,5.0,1.2435996569693089,0.6810927726328373,1.2934150248765945,1.8258887877494498,0.009950248756218905,99.5,2.2278417848305003,-0.04981536790728569,0.0,False,False,False,False,True,True,10,10,400
circle_r2_n01,circle,10,1200,600,200,50,95.0,0.05,0.001,5.0,1.2418807670474052,0.6196194589138031,1.452082484960556,2.004263664059915,0.009950248756218905,99.5,2.5687180002490293,-0.2102017179131508,0.0,False,False,False,False,True,True,10,10,500
circle_r2_n01,circle,10,1200,600,200,50,95.0,0.05,0.001,5.0,1.2469498440623283,0.6239714100956917,1.3626689240336418,1.9984086191851305,0.01990049751243781,98.5,2.5029796932307287,-0.11571907997131348,0.0,False,False,False,False,True,True,10,10,600
circle_r2_n01,circle,12,1200,600,200,50,95.0,0.05,0.001,5.0,1.2579239420592785,0.5817590057849884,1.5133740156888962,2.162276697994136,0.014925373134328358,99.0,2.6080705615796034,-0.2554500736296177,0.0,False,False,False,False,True,True,12,12,100
circle_r2_n01,circle,12,1200,600,200,50,95.0,0.05,0.001,5.0,1.2453252486884594,0.6025422811508179,1.2616805285215378,2.0667848342657376,0.009950248756218905,99.5,2.279824239647945,-0.016355279833078384,0.0,False,False,False,False,True,True,12,12,200
circle_r2_n01,circle,12,1200,600,200,50,95.0,0.05,0.001,5.0,1.262008037418127,0.5550969541072845,1.3196992129087448,2.2734911947867458,0.009950248756218905,99.5,2.9449862884104565,-0.05769117549061775,0.0,False,False,False,False,True,True,12,12,300
circle_r2_n01,circle,12,1200,600,200,50,95.0,0.05,0.001,5.0,1.2448892071843147,0.639382041990757,1.2807352989912033,1.9470193490363372,0.009950248756218905,99.5,2.470154691260124,-0.03584609180688858,0.0,False,False,False,False,True,True,12,12,400
circle_r2_n01,circle,12,1200,600,200,50,95.0,0.05,0.001,5.0,1.2438356503844261,0.5925215929746628,1.4293744713068008,2.099224171962819,0.009950248756218905,99.5,2.792730540770531,-0.18553882092237473,0.0,False,False,False,False,True,True,12,12,500
circle_r2_n01,circle,12,1200,600,200,50,95.0,0.05,0.001,5.0,1.2455595545470715,0.6042025350034237,1.2718128710985184,2.061493427097177,0.014925373134328358,99.0,2.466505483427542,-0.026253316551446915,0.0,False,False,False,False,True,True,12,12,600
circle_r2_n01,circle,14,1200,600,200,50,95.0,0.05,0.001,5.0,1.2561281956732273,0.5512652918696404,1.4821535795927048,2.2786273944632627,0.014925373134328358,99.0,2.8385168218517265,-0.22602538391947746,0.0,False,False,False,False,True,True,14,14,100
circle_r2_n01,circle,14,1200,600,200,50,95.0,0.05,0.001,5.0,1.2432791106402874,0.5693316794931889,1.1962951347231865,2.183751854006883,0.004975124378109453,100.0,2.428686840445851,0.046983975917100906,0.0,False,False,False,False,True,True,14,14,200
circle_r2_n01,circle,14,1200,600,200,50,95.0,0.05,0.001,5.0,1.257973849773407,0.5371243320405483,1.319435492157936,2.342053365916215,0.009950248756218905,99.5,3.21447079914795,-0.061461642384529114,0.0,False,False,False,False,True,True,14,14,300
circle_r2_n01,circle,14,1200,600,200,50,95.0,0.05,0.001,5.0,1.2425388544797897,0.6069160401821136,1.2281949520111084,2.0472994157559277,0.004975124378109453,100.0,2.573218372572769,0.014343902468681335,0.0,False,False,False,False,True,True,14,14,400
circle_r2_n01,circle,14,1200,600,200,50,95.0,0.05,0.001,5.0,1.2408379726111889,0.5825578197836876,1.4352069199085236,2.12998251927989,0.009950248756218905,99.5,3.0015278327067123,-0.19436894729733467,0.0,False,False,False,False,True,True,14,14,500
circle_r2_n01,circle,14,1200,600,200,50,95.0,0.05,0.001,5.0,1.247583232820034,0.5834432989358902,1.2721622958779335,2.138311015129137,0.014925373134328358,99.0,2.8113642464562263,-0.024579063057899475,0.0,False,False,False,False,True,True,14,14,600
circle_r2_n01,circle,16,1200,600,200,50,95.0,0.05,0.001,5.0,1.2512624338269234,0.5095340088009834,1.4863379001617432,2.4556995454903827,0.014925373134328358,99.0,3.1830552534320944,-0.2350754663348198,0.0,False,False,False,False,True,True,16,16,100
circle_r2_n01,circle,16,1200,600,200,50,95.0,0.05,0.001,5.0,1.2431892864406109,0.5578276962041855,1.2009158730506897,2.228625962636551,0.004975124378109453,100.0,2.5202729104044015,0.04227341338992119,0.0,False,False,False,False,True,True,16,16,200
circle_r2_n01,circle,16,1200,600,200,50,95.0,0.05,0.001,5.0,1.2596144415438175,0.5236996784806252,1.3178740590810776,2.4052228658910915,0.009950248756218905,99.5,3.041159076627012,-0.058259617537260056,0.0,False,False,False,False,True,True,16,16,300
circle_r2_n01,circle,16,1200,600,200,50,95.0,0.05,0.001,5.0,1.24225739762187,0.5769715160131454,1.205369845032692,2.1530653821590287,0.004975124378109453,100.0,2.647326199540527,0.036887552589178085,0.0,False,False,False,False,True,True,16,16,400
circle_r2_n01,circle,16,1200,600,200,50,95.0,0.05,0.001,5.0,1.239042952656746,0.5551295354962349,1.4275887608528137,2.2319888844446427,0.009950248756218905,99.5,3.164178125289127,-0.1885458081960678,0.0,False,False,False,False,True,True,16,16,500
circle_r2_n01,circle,16,1200,600,200,50,95.0,0.05,0.001,5.0,1.2480929121375084,0.5718080624938011,1.1962708532810211,2.182713036070309,0.004975124378109453,100.0,2.8642962561505656,0.051822058856487274,0.0,False,False,False,False,True,True,16,16,600
circle_r2_n01,circle,20,1200,600,200,50,95.0,0.05,0.001,5.0,1.2525425963103771,0.48987073451280594,1.461228370666504,2.556883904390653,0.009950248756218905,99.5,3.2703860883615934,-0.20868577435612679,0.0,False,False,False,False,True,True,20,20,100
circle_r2_n01,circle,20,1200,600,200,50,95.0,0.05,0.001,5.0,1.241069458425045,0.4907805845141411,1.1886876374483109,2.5287664133069567,0.004975124378109453,100.0,2.9784676446666887,0.05238182097673416,0.0,False,False,False,False,True,True,20,20,200
circle_r2_n01,circle,20,1200,600,200,50,95.0,0.05,0.001,5.0,1.2540803290903568,0.48738115280866623,1.2957186847925186,2.5730997636260766,0.009950248756218905,99.5,3.5139022073850223,-0.04163835570216179,0.0,False,False,False,False,True,True,20,20,300
circle_r2_n01,circle,20,1200,600,200,50,95.0,0.05,0.001,5.0,1.2439533397555351,0.5400617867708206,1.2033293694257736,2.3033537462281384,0.004975124378109453,100.0,2.9803300270554907,0.040623970329761505,0.0,False,False,False,False,True,True,20,20,400
circle_r2_n01,circle,20,1200,600,200,50,95.0,0.05,0.001,5.0,1.2394144088029861,0.4989374801516533,1.2507350593805313,2.4841076449573984,0.009950248756218905,99.5,3.6507341043873827,-0.011320650577545166,0.0,False,False,False,False,True,True,20,20,500
circle_r2_n01,circle,20,1200,600,200,50,95.0,0.05,0.001,5.0,1.243977077305317,0.5190316960215569,1.1971357315778732,2.396726610028175,0.004975124378109453,100.0,3.311733406048148,0.046841345727443695,0.0,False,False,False,False,True,True,20,20,600
