dataset,kendall_tau_formal_freq,tau_formal_freq_p,kendall_tau_TSR,tau_TSR_p,flip_rate,mean_zrob,mean_TSR,max_TSR,min_pperm,n_formal_positive,n_total,formal_fire_rate
circle_r2_noise01,0.5345224838248489,0.13361440253771614,1.0,0.0003968253968253968,0.041666666666666664,2.36322083733801,2.0414809645835286,2.5403646168676723,0.004975124378109453,27,28,0.9642857142857143
circle_r3_noise01,0.35634832254989923,0.31731050786291415,0.9047619047619049,0.002777777777777778,0.08333333333333333,2.434118972182548,2.083074610541417,2.615421054460565,0.004975124378109453,27,28,0.9642857142857143
