experiment,RNG_SEED,D_IN,D_OUT,NUM_STEPS,NUM_CYCLES,LR,MOMENTUM,BATCH_SIZE,TARGET_RADIUS,DRIFT_SCALE,TARGET_NOISE,SUBSAMPLE,N_NULLS,GEODESIC_K,GEODESIC_MAX_K,GEODESIC_PCT,ALPHA,DELTA_MIN,LOBS_MULT,k_obs,null_k_min,null_k_median,null_k_max,Lobs,null_med,null_max,TSR,pperm,pct,zrob,delta,zero_frac,null_collapsed,zrob_collapsed,fallback,separation_flag,formal_trigger,nominal_trigger
forced_recurrence_positive_control,42,50,1,800,2.0,0.05,0.9,64,2.0,0.001,0.1,400,200,8,399,95.0,0.05,0.001,5.0,8,16,32.0,64,0.8937653750181198,0.08725295960903168,0.4285097271203995,10.243381760489434,0.004975124378109453,100.0,10.598660296175202,0.46525564789772034,0.0,False,False,False,False,True,True
