spearman_proj_TSR_vs_lambda,spearman_p,any_geo_formal_trigger,max_geo_TSR,N_SAMPLES,SUBSAMPLE,N_NULLS,TOTAL_PROJECTIONS,GEODESIC_K,GEODESIC_MAX_K,GEODESIC_PCT,ALPHA
0.9761904761904763,3.3143960262001043e-05,False,0.2456622601692806,1200,600,300,100,12,50,95.0,0.05
