dataset,type,param,n_total,n_formal_positive,formal_fire_rate,min_pperm,mean_Lobs,mean_TSR,mean_zrob,max_TSR,kendall_tau_formal_freq,tau_formal_freq_p,kendall_tau_TSR,tau_TSR_p,flip_rate
circle_r2.0,circle,2.0,28,27,0.9642857142857143,0.004975124378109453,1.2346719444862433,2.100883025054933,2.4893277857103575,2.6835569933540664,0.5345224838248489,0.13361440253771614,0.9047619047619049,0.002777777777777778,0.041666666666666664
circle_r3.0,circle,3.0,28,26,0.9285714285714286,0.004975124378109453,1.2002343564028186,2.056557913465171,2.3968197170907715,2.78192112078781,0.5345224838248489,0.13361440253771614,0.9047619047619049,0.002777777777777778,0.08333333333333333
helix_p12,helix,12.0,28,0,0.0,1.0,0.001637071238032409,0.026138325059869925,-2.171335514625484,0.041643445771948485,,,0.5238095238095238,0.1361111111111111,0.0
helix_p15,helix,15.0,28,0,0.0,1.0,0.0016671199617641313,0.037726421676443196,-2.1848357595243906,0.06083276305406184,,,0.6190476190476191,0.06904761904761905,0.0
helix_p18,helix,18.0,28,0,0.0,1.0,0.0016075995018971817,0.049137858861295715,-2.210826711170996,0.0918187919391015,,,0.6190476190476191,0.06904761904761905,0.0
helix_p22,helix,22.0,28,0,0.0,1.0,0.0014135874142604215,0.06276177812604324,-2.2618606853659773,0.14268770277865606,,,0.5238095238095238,0.1361111111111111,0.0
